,file_name,lines,authors,shas,the_first_time,the_last_time,average_date,total_shas,last_fixes,fixes_percent
33,drivers/watchdog/ar7_wdt.c,321,11,14,1311247043.0,1564366085.0,1316485093.6604362,17,,0.0
34,drivers/pinctrl/freescale/pinctrl-imx28.c,404,6,7,1335589250.0,1526715834.0,1339415158.861386,5,,0.0
35,drivers/iio/adc/ad7791.c,448,7,8,1346747160.0,1578889612.0,1370933517.7901785,13,7eb6b35d93c3,7.6923076923076925
36,arch/x86/crypto/blowfish_glue.c,462,5,10,1314899122.0,1558918505.0,1370279077.3463204,14,,0.0
37,drivers/ata/pata_acpi.c,281,7,7,1308195561.0,1558242500.0,1313514808.9288256,8,,0.0
38,drivers/gpu/drm/tve200/tve200_display.c,338,10,11,1503201955.0,1561853933.0,1505001136.8994083,12,b07b9146635e,8.333333333333332
39,net/netfilter/xt_ecn.c,176,5,7,1307604027.0,1559614293.0,1313045313.7727273,6,,0.0
40,drivers/ata/pata_palmld.c,138,6,7,1311247043.0,1559614293.0,1392810804.4710145,8,,0.0
41,arch/x86/kernel/check.c,187,8,10,1310374312.0,1542852249.0,1346131836.7005348,11,,0.0
42,arch/x86/platform/intel-mid/device_libs/platform_bcm43xx.c,101,4,4,1472633832.0,1559354935.0,1483010366.0693069,5,,0.0
43,tools/testing/selftests/bpf/progs/sockmap_parse_prog.c,38,2,4,1502807662.0,1579500405.0,1513243429.0789473,4,3e689141e64d,25.0
44,drivers/gpu/drm/bridge/synopsys/dw-hdmi-i2s-audio.c,232,5,14,1478538057.0,1572247165.0,1510865223.3836207,15,,0.0
45,drivers/char/tpm/tpm_i2c_atmel.c,221,5,12,1381034616.0,1558252303.0,1398589776.5067873,19,442601e87a47,5.263157894736842
46,drivers/gpu/drm/nouveau/dispnv50/oimm507b.c,52,1,2,1525783187.0,1525783187.0,1525783187.0,2,,0.0
47,arch/mips/bcm63xx/dev-usb-usbd.c,65,1,1,1342260069.0,1342260069.0,1342260069.0,1,,0.0
48,drivers/input/touchscreen/cyttsp_spi.c,176,5,6,1327940280.0,1559085478.0,1334755428.909091,11,,0.0
49,drivers/pinctrl/qcom/pinctrl-apq8064.c,658,5,7,1396248597.0,1559085478.0,1403081687.4604864,7,,0.0
50,drivers/net/ethernet/chelsio/cxgb4/cxgb4_mps.c,241,1,4,1561388732.0,1561388735.0,1561388733.2116182,4,,0.0
51,drivers/i2c/busses/i2c-stm32f4.c,894,6,6,1484807113.0,1516095844.0,1485098064.196868,6,,0.0
52,samples/trace_events/trace-events-sample.c,139,4,10,1311247043.0,1558242500.0,1324017730.0,10,a0cb2b5c3901,20.0
53,sound/soc/codecs/wm5102.c,2163,10,87,1340095095.0,1559614293.0,1369653411.9750347,120,,0.0
54,drivers/ide/siimage.c,843,4,4,1311247043.0,1563882592.0,1312524833.5005932,4,,0.0
55,drivers/tty/serial/fsl_linflexuart.c,938,4,6,1565321356.0,1576166776.0,1565401748.8742003,7,905007971902,28.57142857142857
56,drivers/dma/nbpfaxi.c,1525,15,20,1405745331.0,1556424025.0,1409283213.2727869,23,,0.0
57,arch/arm/mach-pxa/irq.c,270,7,9,1303915684.0,1559614293.0,1338845492.3814814,15,,0.0
58,drivers/misc/cxl/debugfs.c,134,7,12,1412769302.0,1560333258.0,1449828236.7537313,15,8f6a90421c76,6.666666666666667
59,drivers/video/fbdev/mb862xx/mb862xxfbdrv.c,1201,14,14,1306294492.0,1575369524.0,1309665253.5720234,7,,0.0
60,sound/ac97_bus.c,109,4,4,1311247043.0,1578014198.0,1386614589.5137615,4,,0.0
61,drivers/mmc/host/sdhci-pci-arasan.c,331,1,1,1514981856.0,1514981856.0,1514981856.0,1,,0.0
62,drivers/base/pinctrl.c,105,5,6,1358823374.0,1510047007.0,1385770262.1047618,7,ed032c1bede8,14.285714285714285
63,drivers/hwmon/w83l785ts.c,287,6,8,1311247043.0,1558315142.0,1314803521.4703832,8,,0.0
64,drivers/gpu/drm/amd/display/dc/dce80/dce80_resource.c,1505,26,52,1480493747.0,1572529179.0,1511806604.7574751,82,,0.0
65,kernel/locking/qrwlock.c,83,5,10,1391404729.0,1558918506.0,1422651690.939759,16,,0.0
66,mm/percpu-stats.c,235,5,10,1497871711.0,1559354922.0,1499533890.622093,14,,0.0
67,net/mac80211/mesh.c,1547,33,106,1311247043.0,1563964436.0,1376510835.4427924,147,da7061c82e4a,2.7210884353741496
68,drivers/staging/rtl8723bs/hal/odm_RTL8723B.c,37,2,2,1490788071.0,1525726793.0,1491732360.7837837,2,,0.0
69,net/vmw_vsock/hyperv_transport.c,934,8,17,1503694363.0,1578934334.0,1518318897.8554604,23,3f74957fcbea,8.695652173913043
70,drivers/gpu/drm/selftests/test-drm_damage_helper.c,811,2,2,1539572828.0,1544405179.0,1539578786.5092478,2,,0.0
71,drivers/input/touchscreen/colibri-vf50-ts.c,378,3,3,1441420329.0,1558918501.0,1441767056.5555556,6,,0.0
72,tools/testing/selftests/bpf/progs/btf__core_reloc_arrays.c,3,1,1,1565159996.0,1565159996.0,1565159996.0,1,,0.0
73,drivers/spi/spi-mpc52xx.c,550,8,12,1306899084.0,1559354922.0,1311377327.9781818,16,,0.0
74,tools/perf/util/callchain.c,1601,15,79,1311247043.0,1574691335.0,1425719091.2935665,89,a3366db06bb6,4.49438202247191
75,tools/perf/util/cgroup.c,252,9,29,1311247043.0,1567147520.0,1421368714.5119047,33,a6adc9bdf59c,6.0606060606060606
76,drivers/net/ethernet/cisco/enic/enic_pp.c,368,5,6,1311247043.0,1388389240.0,1313803305.8994565,6,,0.0
77,drivers/pinctrl/qcom/pinctrl-sdm660.c,1457,2,2,1537871879.0,1542025553.0,1537914641.6012354,2,5db0b0a298d2,50.0
78,drivers/mtd/ubi/block.c,707,17,26,1393305922.0,1567348325.0,1414668004.6775105,34,78a8dfbabbec,14.705882352941178
79,drivers/block/zram/zram_drv.c,2145,44,139,1307596147.0,1580393725.0,1466724088.8228438,168,3b82a051c101,5.357142857142857
80,tools/perf/tests/event-times.c,241,4,24,1458798740.0,1574237719.0,1479890341.746888,26,,0.0
81,arch/mips/sgi-ip22/ip28-berr.c,488,8,10,1311247043.0,1566224590.0,1316150399.4364755,10,fc69910f329d,10.0
82,net/ipv4/netfilter/nf_socket_ipv4.c,153,5,5,1477568988.0,1572628324.0,1479976374.9673202,5,32c1733f0dd4,20.0
83,drivers/mmc/core/sd.c,1337,38,71,1309913492.0,1566871843.0,1352556887.8257291,92,c892b0d81705,3.260869565217391
84,arch/sh/mm/tlbflush_32.c,137,1,1,1311247043.0,1311247043.0,1311247043.0,0,,0.0
85,drivers/gpu/drm/nouveau/nvkm/engine/disp/outp.c,286,1,11,1400222175.0,1536047831.0,1476683641.4125874,13,,0.0
86,fs/squashfs/xattr_id.c,82,2,2,1311247043.0,1558350480.0,1314260499.5487804,1,,0.0
87,arch/x86/realmode/init.c,155,12,24,1336483346.0,1573203625.0,1389378717.2903225,21,b929a500d684,4.761904761904762
88,drivers/video/backlight/kb3886_bl.c,193,4,7,1311247043.0,1559614293.0,1318145740.1088083,7,,0.0
89,drivers/gpu/ipu-v3/ipu-prg.c,483,5,9,1488946396.0,1559085482.0,1494299746.7287784,11,3addaba8141b,9.090909090909092
90,drivers/gpu/drm/vmwgfx/vmwgfx_scrn.c,1392,12,51,1317730402.0,1561263813.0,1459991270.2774982,83,91ba9f28a3de,1.2048192771084338
91,drivers/regulator/ltc3589.c,489,9,12,1401071896.0,1555587900.0,1438122756.8302658,17,f132da2534ec,5.88235294117647
92,drivers/mtd/nand/raw/nandsim.c,2386,25,52,1311247043.0,1558670650.0,1333159740.8193629,25,,0.0
93,drivers/media/rc/keymaps/rc-digitalnow-tinytwin.c,86,5,5,1309672992.0,1561347734.0,1352058975.1744187,4,,0.0
94,arch/arm/mm/cache-tauros2.c,306,4,11,1311247043.0,1448547146.0,1328145666.6176472,10,,0.0
95,sound/core/seq/seq_midi_event.c,459,4,6,1310704708.0,1578210441.0,1319755769.956427,6,,0.0
96,drivers/remoteproc/keystone_remoteproc.c,514,4,5,1497350712.0,1558918521.0,1497484578.6770427,6,,0.0
97,drivers/regulator/aat2870-regulator.c,200,7,14,1309772622.0,1559120270.0,1314995350.39,20,,0.0
98,sound/mips/sgio2audio.c,928,10,14,1310704708.0,1578014188.0,1316476729.0161638,19,95dbf14b236f,5.263157894736842
99,tools/testing/selftests/net/reuseaddr_conflict.c,114,1,1,1505785886.0,1505785886.0,1505785886.0,1,,0.0
100,net/tipc/discover.c,417,10,27,1311247043.0,1575962465.0,1451209393.0743406,55,31e4ccc99eda,7.2727272727272725
101,drivers/phy/tegra/xusb-tegra186.c,922,2,2,1550738794.0,1571382489.0,1551253766.8687634,2,,0.0
102,drivers/net/ethernet/mellanox/mlx4/en_tx.c,1180,32,96,1303125322.0,1554108135.0,1395580348.8152542,129,7ba5e7bd64a5,6.2015503875969
103,drivers/gpu/drm/bridge/tc358767.c,1718,13,64,1468387199.0,1575858427.0,1512649082.3032596,75,8a6483ac634a,2.666666666666667
104,drivers/gpu/drm/amd/amdkfd/kfd_mqd_manager_cik.c,447,10,27,1420341865.0,1573231651.0,1463989003.4876957,36,,0.0
105,sound/soc/codecs/rt1305.c,1183,6,7,1522325114.0,1567816916.0,1522480133.1656804,8,4f29b663c08d,25.0
106,drivers/media/usb/gspca/finepix.c,293,7,10,1311247043.0,1558252314.0,1317091516.1638224,8,,0.0
107,arch/mips/txx9/jmr3927/prom.c,52,2,2,1311247043.0,1481076315.0,1314512990.5384614,1,2cec11d87181,100.0
108,drivers/infiniband/ulp/ipoib/ipoib_vlan.c,289,8,19,1311247043.0,1534227755.0,1451726630.4290657,30,5d6b0cb3369d,36.666666666666664
109,sound/soc/codecs/tlv320aic23-i2c.c,57,4,4,1394085881.0,1559614293.0,1397298308.9824562,6,,0.0
110,drivers/media/dvb-frontends/mb86a16.c,1856,8,15,1311247043.0,1558315142.0,1314213416.130388,13,,0.0
111,drivers/platform/x86/dell-smbios-base.c,650,6,19,1453447633.0,1559614293.0,1499496082.0538461,7,0e5b09b16551,14.285714285714285
112,fs/qnx6/super_mmi.c,149,3,3,1329429560.0,1509520077.0,1335876437.6308725,4,,0.0
113,arch/arm64/kvm/hyp/tlb.c,241,9,19,1445559997.0,1576468591.0,1512186645.3153527,21,,0.0
114,sound/firewire/bebob/bebob_midi.c,146,3,12,1398437118.0,1571331254.0,1425345353.2671232,15,097f8ba3873d,6.666666666666667
115,drivers/net/wireless/admtek/adm8211.c,2010,19,25,1306881908.0,1571816322.0,1311500845.7751243,9,c705a6b3aa78,11.11111111111111
116,drivers/hwmon/acpi_power_meter.c,1003,14,27,1311247043.0,1582094174.0,1318901270.3399801,26,,0.0
117,drivers/dma/idxd/cdev.c,302,2,2,1579596269.0,1580887968.0,1579604823.2980132,2,2227ab4216cd,50.0
118,drivers/misc/ocxl/trace.c,6,1,1,1516681904.0,1516681904.0,1516681904.0,1,,0.0
119,drivers/infiniband/hw/ocrdma/ocrdma_ah.c,266,13,28,1332274146.0,1572308865.0,1424107722.1578948,48,3b8ab700af0a,2.083333333333333
120,drivers/video/fbdev/aty/radeon_i2c.c,168,2,2,1311247043.0,1509520077.0,1312427239.6309524,2,,0.0
121,arch/x86/kernel/kexec-bzimage64.c,566,15,26,1407479166.0,1578910959.0,1421160973.0229683,34,993a110319a4,5.88235294117647
122,tools/lib/traceevent/event-parse.c,7074,36,155,1321354068.0,1573362661.0,1378222395.0895865,195,301011ba6225,3.5897435897435894
123,arch/arm/mach-omap1/usb.c,637,6,12,1311247043.0,1558918505.0,1323900510.8602827,11,,0.0
124,drivers/xen/xen-pciback/pciback_ops.c,436,10,24,1255425740.0,1528782900.0,1320592216.6582568,26,,0.0
125,arch/sh/kernel/cpu/irq/ipr.c,80,2,2,1311247043.0,1545928341.0,1314180559.225,1,,0.0
126,drivers/net/ethernet/freescale/enetc/enetc_vf.c,257,3,6,1548142194.0,1558952491.0,1548262795.770428,6,,0.0
127,drivers/clk/imx/clk-scu.c,389,2,3,1544686974.0,1551129456.0,1546187772.8097687,3,,0.0
128,tools/testing/selftests/bpf/progs/test_pinning.c,31,1,3,1572667782.0,1579500405.0,1572908797.7741935,3,3e689141e64d,33.33333333333333
129,drivers/pinctrl/tegra/pinctrl-tegra.c,804,23,41,1328076287.0,1572877614.0,1374302591.1855543,22,3c94d2d08a03,9.090909090909092
130,drivers/cpufreq/scpi-cpufreq.c,242,7,11,1427684392.0,1553699202.0,1492744232.6735537,16,31d4c528cea4,31.25
131,drivers/media/platform/sti/delta/delta-ipc.c,592,3,3,1486011590.0,1553502739.0,1486284241.1266892,3,,0.0
132,block/blk-cgroup-rwstat.c,129,1,1,1573096684.0,1573096684.0,1573096684.0,1,,0.0
133,arch/powerpc/mm/book3s64/hash_native.c,923,18,52,1309278371.0,1571900742.0,1398333397.0043337,8,09ce98cacd51,25.0
134,arch/mips/txx9/jmr3927/irq.c,128,1,1,1311247043.0,1311247043.0,1311247043.0,0,,0.0
135,drivers/usb/chipidea/host.c,378,18,36,1336728354.0,1577318274.0,1439164602.44709,50,c1ffba305dbc,4.0
136,drivers/gpu/host1x/hw/host1x06.c,33,2,2,1504582985.0,1559009404.0,1506232270.4242425,2,,0.0
137,drivers/pinctrl/pinctrl-xway.c,1807,15,29,1346129099.0,1572877614.0,1415110397.5345876,38,728cf7448c66,2.631578947368421
138,net/vmw_vsock/vsock_loopback.c,180,1,1,1575949385.0,1575949385.0,1575949385.0,1,,0.0
139,drivers/net/ethernet/mellanox/mlxfw/mlxfw_mfa2_tlv_multi.c,95,2,2,1495547783.0,1548286385.0,1496658069.3578947,2,,0.0
140,drivers/ide/tx4938ide.c,209,4,5,1311247043.0,1571368710.0,1313530356.6985645,5,,0.0
141,drivers/clk/sunxi/clk-factors.c,304,7,19,1361763866.0,1559614293.0,1415701130.7631578,28,02e0114ae1eb,3.571428571428571
142,arch/arm/plat-samsung/pm.c,199,7,11,1308655766.0,1514206475.0,1323642273.4472363,26,,0.0
143,drivers/gpu/drm/nouveau/nvkm/subdev/devinit/gf100.c,121,3,12,1362452034.0,1459496459.0,1400674656.2561984,10,,0.0
144,drivers/acpi/acpica/exstoren.c,261,3,7,1311247043.0,1578627109.0,1317064272.3141763,16,,0.0
145,net/rxrpc/output.c,656,7,46,1310701654.0,1580392236.0,1485990472.452744,65,5273a191dca6,13.846153846153847
146,arch/nios2/platform/platform.c,44,2,2,1415258403.0,1464763982.0,1416383529.7954545,2,,0.0
147,drivers/char/tpm/tpm_tis_spi_cr50.c,322,1,1,1568950358.0,1568950358.0,1568950358.0,1,,0.0
148,tools/build/feature/test-libpython-version.c,11,2,2,1380526804.0,1509520077.0,1392253465.1818182,2,,0.0
149,drivers/staging/media/ipu3/ipu3-css-pool.c,100,1,2,1544097810.0,1549519735.0,1544965318.0,2,,0.0
150,net/netfilter/nft_set_bitmap.c,313,7,12,1484735413.0,1579089948.0,1490714109.8178914,14,4ef360dd6a65,35.714285714285715
151,drivers/gpu/drm/drm_lease.c,751,12,18,1489501601.0,1558918506.0,1494144154.6950731,22,69ef943dbc14,9.090909090909092
152,net/can/j1939/main.c,412,2,4,1538970516.0,1573287078.0,1539716583.3106797,4,ddeeb7d4822e,50.0
153,drivers/staging/fbtft/fb_agm1264k-fl.c,454,20,21,1419991870.0,1554206863.0,1435098786.431416,26,,0.0
154,arch/x86/kernel/irq_64.c,72,6,8,1311247043.0,1555236007.0,1485561306.2222223,30,,0.0
155,drivers/gpu/drm/pl111/pl111_debugfs.c,60,4,4,1495015000.0,1563237724.0,1500486613.4833333,4,,0.0
156,drivers/video/fbdev/omap2/omapfb/dss/apply.c,1691,3,3,1449656908.0,1559519090.0,1449730752.746304,3,,0.0
157,kernel/fork.c,3070,116,257,1267512713.0,1580138901.0,1422346536.9079854,387,9e77716a75bc,8.785529715762273
158,drivers/net/wireless/mediatek/mt76/mt7603/debugfs.c,124,3,6,1541483243.0,1568336754.0,1553849800.548387,6,,0.0
159,drivers/watchdog/mixcomwd.c,313,8,9,1311247043.0,1559542989.0,1316299260.1086261,9,,0.0
160,arch/sparc/mm/tsb.c,635,10,19,1311247043.0,1519372001.0,1350839275.6220472,23,,0.0
161,drivers/reset/reset-sunxi.c,84,6,9,1379992063.0,1558918501.0,1397864979.7142856,14,,0.0
162,drivers/gpu/drm/nouveau/nvkm/subdev/fb/gp102.c,138,1,5,1468032061.0,1580268545.0,1545908362.4347825,5,,0.0
163,drivers/tee/amdtee/shm_pool.c,93,1,1,1577415241.0,1577415241.0,1577415241.0,1,,0.0
164,drivers/net/ethernet/ibm/emac/mal.c,782,17,19,1311247043.0,1558918501.0,1317376167.7404091,24,,0.0
165,drivers/ata/pata_buddha.c,299,2,2,1549516844.0,1566535751.0,1557200965.8896322,2,,0.0
166,drivers/input/mouse/synaptics.c,1897,32,85,1308572746.0,1581584867.0,1395682079.6383765,117,3f9db52dc87b,1.7094017094017095
167,drivers/gpu/drm/vmwgfx/vmwgfx_kms.c,2904,23,123,1311247043.0,1561263813.0,1437316031.0434034,194,13f149d47392,1.5463917525773196
168,drivers/scsi/esas2r/esas2r_targdb.c,306,1,2,1377225345.0,1380608761.0,1377236401.9150326,2,,0.0
169,lib/strncpy_from_user.c,127,9,12,1337836348.0,1579739658.0,1381017976.1102362,12,ab10ae1c3bef,8.333333333333332
170,drivers/gpu/drm/drm_dma.c,171,5,8,1311247043.0,1563154973.0,1328901299.2807016,9,,0.0
171,drivers/regulator/lp87565-regulator.c,220,4,11,1495532815.0,1567915040.0,1505525247.2136364,13,a853c0a0b013,30.76923076923077
172,drivers/gpu/drm/radeon/rs780_dpm.c,1078,7,19,1358299228.0,1575342242.0,1369535767.2374768,21,,0.0
173,drivers/gpu/drm/vmwgfx/vmwgfx_stdu.c,1911,9,46,1435254126.0,1561263813.0,1480849985.2664921,73,,0.0
174,drivers/rtc/rtc-max8997.c,533,9,11,1361436307.0,1542190791.0,1365188912.9737337,13,,0.0
175,drivers/media/platform/vivid/vivid-osd.c,388,6,7,1408924909.0,1575369532.0,1410558703.4123712,7,d4ec9550e4b2,14.285714285714285
176,drivers/gpu/drm/amd/amdkfd/kfd_kernel_queue.c,375,8,31,1405529135.0,1576781215.0,1451437364.208,51,,0.0
177,drivers/gpu/drm/i915/gt/intel_lrc.c,5246,35,392,1406192650.0,1583465410.0,1543398025.5186808,202,eafc2aa20fba,24.752475247524753
178,drivers/tty/serial/sifive.c,1054,2,2,1555066873.0,1564456544.0,1555075781.606262,2,,0.0
179,arch/arm/mach-mmp/gplugd.c,206,10,15,1304307000.0,1559120266.0,1310934341.5339806,17,,0.0
180,drivers/platform/x86/dell-smbios-wmi.c,277,4,11,1509517532.0,1559614293.0,1510421206.9963899,11,,0.0
181,drivers/regulator/as3722-regulator.c,844,8,13,1379671213.0,1558918505.0,1401817565.043839,20,6389075eff7d,5.0
182,lib/ratelimit.c,70,6,7,1248515436.0,1559354922.0,1334913270.6285715,6,656d61ce9666,16.666666666666664
183,arch/mips/bcm47xx/leds.c,793,6,20,1388637177.0,1549794459.0,1408191270.6860025,20,56a46acf62af,5.0
184,drivers/net/ethernet/emulex/benet/be_main.c,6297,73,350,1306859602.0,1575941031.0,1392017811.2553596,478,5ef79151c2fb,4.811715481171548
185,arch/sh/boards/mach-ap325rxa/setup.c,572,10,17,1307608381.0,1552318166.0,1341452580.1013987,25,,0.0
186,arch/csky/kernel/irq.c,22,1,1,1536128715.0,1536128715.0,1536128715.0,1,,0.0
187,drivers/gpu/drm/nouveau/nvkm/subdev/fb/ramgt215.c,1007,4,25,1362380497.0,1528782900.0,1409501270.102284,18,,0.0
188,fs/xfs/xfs_bmap_util.c,1770,12,106,1376311782.0,1576041518.0,1451018424.5774012,187,1749d1ea89bd,2.13903743315508
189,tools/perf/util/zstd.c,111,1,3,1552912975.0,1562665694.0,1553088747.4504504,3,,0.0
190,net/ax25/ax25_std_in.c,443,2,3,1311247043.0,1558918501.0,1312192811.7945824,3,,0.0
191,net/bridge/netfilter/ebt_arpreply.c,103,4,4,1311247043.0,1558242500.0,1322234795.0194175,3,,0.0
192,drivers/input/mouse/elan_i2c_core.c,1387,15,33,1412313867.0,1562951894.0,1433267802.6366258,59,,0.0
193,drivers/isdn/mISDN/socket.c,827,19,21,1310271796.0,1568943345.0,1318557412.5634825,22,,0.0
194,drivers/input/touchscreen/mxs-lradc-ts.c,703,6,6,1489642031.0,1563240442.0,1490116137.4054055,8,ab6241ae07c3,12.5
195,arch/ia64/oprofile/perfmon.c,99,1,1,1311247043.0,1311247043.0,1311247043.0,0,,0.0
196,arch/m68k/sun3/prom/init.c,36,3,3,1311247043.0,1509520077.0,1318361953.2222223,2,,0.0
197,net/netfilter/nft_connlimit.c,282,3,4,1527946731.0,1569812749.0,1529092799.7801418,7,34a4c95abd25,28.57142857142857
198,drivers/mmc/host/sdhci-pic32.c,254,3,3,1452680145.0,1527232509.0,1453168137.3582678,4,,0.0
199,drivers/gpu/drm/amd/amdgpu/amdgpu_atombios.c,2043,13,26,1429520121.0,1576480621.0,1447723735.4199705,30,bae028e3e521,3.3333333333333335
200,drivers/fpga/dfl-afu-main.c,929,3,14,1530320010.0,1565578202.0,1543148126.4488697,15,,0.0
201,arch/mips/crypto/chacha-glue.c,152,2,2,1573190537.0,1574652672.0,1573229014.2368422,2,,0.0
202,drivers/net/fddi/skfp/hwt.c,265,2,2,1311247043.0,1558918501.0,1312181652.2754717,2,,0.0
203,tools/testing/selftests/arm64/signal/testcases/fake_sigreturn_misaligned_sp.c,37,1,1,1572001037.0,1572001037.0,1572001037.0,1,,0.0
204,drivers/net/wireless/ath/ath11k/wmi.c,5810,6,14,1574474320.0,1576226314.0,1574511938.9962134,14,b5316db229d5,7.142857142857142
205,drivers/rpmsg/qcom_glink_native.c,1681,10,39,1503550286.0,1570174022.0,1505987272.0297441,41,278bcb7300f6,39.02439024390244
206,drivers/dma-buf/st-dma-fence.c,574,1,3,1566183567.0,1566278478.0,1566183960.2317073,3,,0.0
207,arch/microblaze/kernel/reset.c,43,3,3,1311247043.0,1566532048.0,1379209592.3023255,7,,0.0
208,drivers/usb/dwc2/gadget.c,5319,45,242,1307950199.0,1579587844.0,1417593032.105659,261,9a0d6f7c0a83,3.8314176245210727
209,drivers/staging/rtl8192e/rtl8192e/rtl_ethtool.c,37,5,6,1314097242.0,1554179518.0,1356169056.3243244,7,,0.0
210,arch/arm/mach-keystone/pm_domain.c,50,8,8,1373793459.0,1559354917.0,1395016927.12,12,9954b80b8c0e,8.333333333333332
211,arch/csky/mm/tlb.c,171,1,3,1536128710.0,1560861275.0,1555654214.5614035,3,,0.0
212,drivers/net/ethernet/qlogic/qed/qed_selftest.c,211,3,6,1461846052.0,1522185260.0,1473942171.199052,6,,0.0
213,net/wireless/ethtool.c,29,6,6,1311247043.0,1580698610.0,1384284738.413793,7,,0.0
214,drivers/net/ethernet/intel/igbvf/mbx.c,336,6,8,1311247043.0,1538491131.0,1322988615.1041667,8,,0.0
215,sound/core/info.c,912,11,35,1310704708.0,1580722637.0,1386735744.1885965,43,2471b6c80a70,4.651162790697675
216,lib/test_vmalloc.c,548,2,3,1557819810.0,1557819810.0,1557819810.0,3,,0.0
217,arch/powerpc/kernel/setup_64.c,968,26,88,1306318152.0,1576888348.0,1428761392.0485537,140,66f93c5a02d5,6.428571428571428
218,arch/ia64/kernel/irq_lsapic.c,45,2,2,1311247043.0,1509520077.0,1315653110.4222221,1,,0.0
