lines,authors,shas,the_first_time,the_last_time,average_date,total_shas,fixes_percent
203,4,5,1537946697,1571756953,1545534147,1,100
313,6,15,1307519931,1574650011,1324854596,17,0
353,7,9,1306464384,1558918501,1362555315,11,0
66,2,3,1432000229,1509520077,1433249742,3,33.33333333
14,2,3,1380530978,1509520077,1389804896,2,0
209,15,19,1348200364,1574255712,1372615575,21,0
1893,8,12,1558674744,1579529917,1558776603,13,38.46153846
257,4,6,1559019750,1575530682,1559398100,6,0
40,3,3,1311247043,1509963111,1333903927,4,0
87,5,5,1309672992,1561347734,1351589873,4,0
3486,39,59,1306881908,1575941031,1316947904,62,3.225806452
282,6,10,1413814227,1558918506,1424918127,11,0
652,7,10,1311247043,1518330843,1314758230,9,0
140,11,16,1307582012,1566005548,1316311501,22,0
37,1,1,1569198580,1569198580,1569198580,1,0
43,3,5,1311247043,1576349331,1325828018,8,0
1436,1,2,1527482227,1527482228,1527482227,3,0
808,15,58,1397138450,1563367014,1436105698,73,1.369863014
8587,49,265,1330488710,1583340787,1441100211,316,4.113924051
509,11,16,1337445236,1583407365,1346078231,18,5.555555556
202,5,9,1307958595,1530483714,1412050275,35,2.857142857
99,5,5,1311247043,1558918505,1315136999,5,0
592,8,10,1311247043,1565659502,1327338311,10,0
58,2,5,1565159996,1579500405,1567291923,6,16.66666667
152,3,5,1311247043,1544098060,1317832088,6,0
32,2,2,1564734220,1579500405,1565195663,2,50
827,24,59,1311247043,1576232441,1411132673,72,19.44444444
324,7,12,1416984283,1563431553,1439812451,13,0
632,5,16,1399456935,1569588670,1507384947,19,5.263157895
134,8,9,1311247043,1558918505,1330475750,10,0
137,6,9,1311247043,1580393615,1382449062,15,0
235,5,11,1311247043,1509520077,1373601017,18,16.66666667
1323,21,58,1311247043,1573294170,1413851519,82,3.658536585
409,6,8,1310704708,1578210458,1316875927,8,0
490,3,6,1553573922,1574236074,1559249242,6,0
374,4,16,1490189422,1575859721,1502036309,22,9.090909091
982,22,43,1404808355,1577353331,1438551752,46,4.347826087
303,5,16,1310704708,1578014180,1375647541,4,0
226,5,5,1474006608,1558918506,1475041447,5,0
70,1,1,1505963131,1505963131,1505963131,1,0
1573,24,75,1339741894,1571960593,1420457706,59,13.55932203
977,12,21,1404323950,1569307193,1438996177,24,0
1076,12,47,1311247043,1576486288,1394056606,53,1.886792453
741,3,5,1433388061,1559614293,1434203255,5,0
214,3,4,1311247043,1558918501,1313441830,4,0
175,3,5,1311247043,1509520077,1315191353,5,0
394,8,11,1492502903,1553154697,1500059663,12,25
59,2,2,1311247043,1559614293,1315456657,1,0
494,6,11,1311247043,1559105793,1377244231,12,0
5402,8,32,1536724773,1578884075,1539317047,35,22.85714286
268,6,20,1311247043,1558918501,1339905124,25,24
620,4,7,1530183913,1555991866,1530955861,7,0
494,2,3,1539678110,1574911531,1539983165,3,0
2445,28,142,1307346579,1579418962,1454388150,156,7.051282051
1588,14,22,1307079909,1559120270,1325074977,25,0
258,3,4,1522383293,1559486457,1522795100,4,0
6360,85,341,1307950199,1584157199,1431754536,456,15.35087719
1630,12,22,1305014297,1558918501,1327924230,42,0
19,2,3,1311247043,1509520077,1330698472,2,0
667,13,71,1309728456,1578029587,1482244163,239,1.673640167
680,5,5,1556848841,1576834904,1557821827,5,60
55,4,11,1377095639,1542804577,1433822735,25,0
138,1,1,1571890709,1571890709,1571890709,1,0
380,8,12,1445487102,1572942847,1450101396,13,0
50,2,8,1311247043,1440053660,1370495079,7,0
1235,2,9,1556810610,1577387473,1558691544,11,9.090909091
394,1,5,1550248759,1570693739,1555275503,5,0
667,10,21,1412059705,1561372616,1441557777,24,12.5
226,6,11,1310704708,1559120270,1329621531,11,0
140,16,21,1307519614,1544681096,1342433526,22,4.545454545
85,2,2,1550030021,1579500405,1550723442,2,50
1226,11,20,1486281296,1571646876,1487417228,24,4.166666667
629,4,15,1506065641,1578028691,1532286961,17,11.76470588
701,11,47,1437100692,1574743177,1486890326,79,0
1280,22,75,1429522274,1575622549,1441797964,112,0
437,4,6,1559107537,1571448397,1559375228,7,42.85714286
43,4,4,1381995336,1559354935,1390208860,4,0
509,6,11,1306480715,1550133400,1320014804,6,0
268,2,4,1568874347,1573614052,1569544570,4,0
213,4,10,1301473811,1558918514,1326735210,11,0
1223,19,54,1474426764,1551340148,1489584669,65,15.38461538
278,1,5,1360835338,1488330068,1415898057,5,0
814,6,12,1306247210,1558918515,1314028846,12,0
1297,20,73,1311247043,1578373977,1409041202,89,1.123595506
127,5,13,1307354793,1558350477,1377700049,18,0
1107,9,26,1306480715,1481699175,1309491121,6,0
295,3,3,1545120642,1565335084,1546583991,3,0
114,5,6,1311247043,1509520077,1351724545,5,0
568,10,14,1391580305,1567605552,1410196248,17,5.882352941
458,15,22,1311247043,1565166190,1358442352,33,0
257,9,19,1384154283,1558918520,1419770703,26,0
117,4,5,1396586382,1578627109,1401077032,11,0
399,5,5,1443521568,1559085484,1446601871,5,0
497,6,22,1404204019,1561648766,1434186493,26,11.53846154
55,2,2,1311247043,1559614293,1315762811,1,0
429,1,2,1534439819,1544091187,1534552306,2,0
1236,15,38,1329126338,1576137347,1397215057,55,0
321,7,11,1303129017,1533637158,1320423216,12,0
601,7,7,1454577210,1569477107,1457837390,8,12.5
128,2,2,1448877954,1558918506,1449737646,3,0
644,10,14,1311247043,1536371941,1325865043,17,0
123,8,9,1356003452,1558252294,1382373230,13,0
90,5,5,1309672992,1561347734,1350245112,4,0
366,6,17,1309739043,1578627109,1333938464,30,0
224,2,3,1573190544,1578235249,1573255168,3,0
162,4,16,1511232653,1568336752,1527168664,10,10
1852,19,79,1309672992,1562755909,1424008534,95,7.368421053
340,11,17,1305014297,1559797945,1332707761,20,0
4470,37,168,1309869792,1580798550,1387346101,203,8.374384236
129,4,6,1455777312,1528782900,1462634336,6,0
288,6,10,1311247043,1559614293,1462181997,19,0
72,1,10,1549981693,1579041262,1567336713,10,0
517,3,3,1311247043,1540883397,1312518892,2,0
38,3,5,1468663880,1509520077,1471859325,5,0
2244,23,122,1358830929,1580456730,1424263062,78,5.128205128
1026,15,20,1305725404,1559614293,1315001592,24,0
1035,19,60,1357628668,1564732522,1453738816,98,2.040816327
118,4,4,1311247043,1558252303,1319860222,2,0
1377,9,39,1492483705,1578402365,1500656073,43,2.325581395
1202,23,33,1311247043,1564493120,1321092364,42,16.66666667
162,6,8,1310183803,1558918505,1337986513,8,12.5
1478,6,36,1309706661,1559614293,1357261953,44,2.272727273
463,7,26,1476776434,1582097880,1524426114,50,24
37,3,3,1311247043,1558918505,1328457645,2,50
543,10,20,1437991443,1571209589,1446367533,20,25
356,10,30,1343988366,1555313209,1400934400,7,14.28571429
680,4,4,1311247043,1558918505,1311694930,2,0
521,14,16,1307608381,1559354935,1322423159,19,5.263157895
3089,37,178,1309529565,1577685570,1452043860,282,7.446808511
604,7,40,1507102405,1576987672,1554194284,36,2.777777778
14,2,2,1371120081,1509520077,1381005795,2,0
314,7,8,1314770716,1561372346,1322461523,8,25
339,7,10,1506396715,1572232685,1516934882,11,0
861,7,12,1497236505,1567877813,1514426950,14,0
22,1,1,1446114198,1446114198,1446114198,1,0
419,3,8,1530094790,1578407090,1533522084,8,37.5
1381,12,31,1408505802,1575366429,1501200157,39,10.25641026
648,11,23,1347529307,1558918501,1395797783,28,10.71428571
157,3,6,1408924976,1536538754,1415522832,6,0
293,1,15,1549342802,1575950102,1560638164,19,5.263157895
634,13,24,1351592731,1572313999,1390806578,31,0
294,5,5,1311247043,1578275030,1320642875,4,0
23,3,3,1560571944,1579500405,1562316237,4,25
329,5,19,1458195705,1544055553,1466595845,27,3.703703704
580,1,1,1311247043,1311247043,1311247043,1,0
892,6,20,1311247043,1571368720,1479398705,29,31.03448276
209,7,8,1450076030,1564456527,1455871979,8,0
1879,30,68,1311247043,1559614293,1471380591,99,6.060606061
680,11,16,1311247043,1559211042,1315918667,18,0
39,3,3,1311247043,1558918501,1320294140,1,0
97,4,8,1414745498,1567479366,1441585444,10,0
245,4,8,1426576107,1569211370,1445769764,10,10
3492,38,127,1305069521,1558599072,1350830541,151,0.662251656
65,5,7,1311247043,1558918506,1344655278,7,0
218,3,4,1537941663,1568277327,1539074049,5,0
566,8,10,1336964723,1570887555,1370076069,13,0
1975,13,28,1305785817,1566299154,1322424678,25,0
261,2,5,1486603052,1539219462,1487723905,5,20
75,2,8,1467689267,1533787151,1518734634,23,17.39130435
1212,4,41,1459749637,1580392236,1480383838,51,17.64705882
703,8,12,1490075808,1579471745,1503715591,6,33.33333333
118,7,8,1311247043,1558918501,1321819098,7,0
311,3,4,1310008750,1558918501,1310845048,3,0
218,2,2,1357631720,1559120256,1358555979,2,0
858,14,34,1311247043,1573684148,1366153607,52,3.846153846
370,14,21,1311247043,1559614293,1402526440,30,0
273,3,5,1542612109,1575944432,1543635921,6,0
144,2,2,1311247043,1358830770,1311907928,1,0
334,5,7,1353234980,1497530963,1360704575,9,0
1652,15,33,1345637358,1561488701,1351555954,38,2.631578947
430,4,8,1407441995,1558918506,1408887944,10,0
952,13,43,1307354793,1559603995,1363909102,37,0
77,5,7,1309672992,1561347734,1373087524,6,0
520,13,23,1307950199,1556606559,1387376595,41,2.43902439
73,3,3,1318583934,1559085476,1322387316,4,0
30,6,6,1311247043,1542050933,1340508285,5,0
341,6,8,1421720582,1567123760,1427181585,8,0
436,12,33,1423809565,1575107700,1509609152,44,4.545454545
1028,16,58,1311247043,1564446149,1358024339,73,1.369863014
466,2,2,1567331904,1570348989,1567370751,2,0
228,2,4,1311247043,1329292605,1314492078,3,0
457,5,5,1508411118,1567780604,1508860367,5,0
92,5,6,1371437677,1573185911,1421302847,6,33.33333333
1868,8,14,1357621357,1561108772,1365336286,12,8.333333333
965,8,9,1311247043,1578275030,1313734985,10,0
25,2,3,1562382386,1579500405,1564367187,4,25
2214,33,67,1311247043,1558252303,1350733744,71,7.042253521
2046,40,115,1408703786,1570697030,1474448586,157,7.006369427
114,3,3,1311247043,1558350481,1317140456,3,0
228,8,9,1311247043,1523602983,1320669917,8,0
127,11,11,1311247043,1558918505,1335028489,15,0
1300,2,3,1559201992,1578985846,1559219002,4,0
231,5,11,1330766392,1558918521,1340542275,14,0
1051,12,33,1389010704,1576468400,1434406408,42,11.9047619
239,4,4,1542171703,1576034747,1546161409,4,0
350,1,8,1521595212,1561424135,1523405736,8,0
334,10,16,1306966284,1559614293,1365394819,14,0
32,1,1,1557819788,1557819788,1557819788,1,0
337,2,2,1570158069,1574255719,1570218865,2,0
1445,18,32,1306881908,1574045313,1314386111,38,2.631578947
321,8,19,1311247043,1562755423,1345388328,21,9.523809524
505,4,4,1311247043,1486551095,1312657790,5,0
258,2,15,1358210005,1468032061,1408212437,11,0
408,2,3,1506993133,1559085482,1507202191,3,0
706,9,15,1430130840,1562155559,1433624218,19,10.52631579
446,18,36,1330919373,1564046185,1405299458,53,0
665,11,19,1306899084,1567605547,1311835716,26,0
78,6,8,1361955783,1509520077,1383566558,11,0
1573,13,15,1308014698,1575369530,1311686402,7,0
604,9,9,1531820216,1567837531,1534947465,9,11.11111111
2975,14,96,1309728456,1579770078,1397884636,80,1.25
1183,30,65,1307841673,1580087997,1388131932,78,0
712,21,39,1365415478,1564140185,1381623704,31,3.225806452
3815,41,405,1306133501,1574762745,1458801538,620,0.64516129
530,8,62,1360130799,1579803295,1422224872,81,0
105,2,2,1311247043,1545928309,1313482103,1,0
788,12,40,1440496355,1517370077,1460508091,51,0
275,6,10,1311247043,1569998030,1429109536,12,0
1192,4,19,1401804248,1576568024,1527992188,17,5.882352941
623,4,4,1311247043,1558670645,1312129411,3,0
2893,2,3,1526871598,1561530816,1526943480,3,0
406,8,8,1303125322,1558350486,1308274732,7,0
15,1,1,1514373389,1514373389,1514373389,1,0
180,8,10,1369856961,1574077275,1382183092,12,16.66666667
396,4,9,1311247043,1521015187,1324628623,17,0
1234,12,49,1311247043,1572943409,1408931039,59,15.25423729
1154,14,59,1311247043,1534838272,1369540497,83,0
1451,16,27,1248509822,1583288669,1338102958,28,3.571428571
1782,9,37,1306881908,1560504575,1315734039,42,2.380952381
149,3,4,1467176669,1559354931,1474903785,4,0
100,5,7,1401956362,1509520077,1415964335,7,14.28571429
79,2,3,1571110129,1579500405,1571402347,3,33.33333333
100,2,2,1578843102,1579500404,1578849675,2,50
199,4,4,1464770783,1578087070,1466221795,5,40
517,7,20,1472025109,1569981727,1514427569,24,0
192,6,9,1320035079,1558581295,1325533527,6,0
418,5,19,1306881908,1430791566,1353789090,19,0
249,3,4,1476366666,1495788971,1476492511,4,0
306,4,9,1565931691,1575530683,1566711189,10,40
45,2,2,1311247043,1509520077,1315653110,1,0
671,14,26,1310374312,1514206472,1377745958,30,0
289,1,3,1567134661,1574160262,1569079021,4,0
1413,8,44,1305242382,1560504575,1317603023,48,0
167,3,3,1522321633,1562849528,1522917048,3,33.33333333
121,1,1,1578373724,1578373724,1578373724,1,0
127,9,12,1303125322,1562637779,1366517681,18,5.555555556
956,6,21,1496820851,1568264480,1509298531,22,9.090909091
1112,12,21,1311247043,1547626411,1325639681,25,4
371,11,16,1336577990,1576920625,1358728106,19,0
259,4,13,1306504576,1558918501,1328958242,18,0
337,4,4,1311247043,1481076315,1316523981,4,25
525,10,24,1303125322,1559354935,1471722976,37,8.108108108
147,2,4,1375782157,1559008638,1381360844,4,0
272,7,10,1311247043,1575961120,1316699188,12,0
195,5,8,1311247043,1558315142,1363824596,9,0
450,7,10,1305014297,1559614293,1325662043,23,0
1262,3,8,1561026090,1575969449,1561265872,9,144.4444444
60,2,3,1375941743,1559614293,1380444148,4,0
2620,8,75,1516157531,1574690313,1538988448,82,6.097560976
253,3,8,1311247043,1525678025,1319842125,14,0
30,1,1,1562744622,1562744622,1562744622,1,0
98,1,6,1440053659,1447032087,1440266481,6,0
309,9,15,1465268733,1568689225,1487322238,19,26.31578947
770,17,24,1384247768,1572250441,1395971888,28,3.571428571
44,1,1,1567655195,1567655195,1567655195,1,0
100,6,9,1305014297,1559797811,1332803323,12,0
475,2,9,1508129555,1522722997,1508898890,10,20
149,4,5,1389766294,1558252294,1393039870,6,0
175,7,7,1311247043,1575369534,1321497466,6,0
363,1,1,1311247043,1311247043,1311247043,0,0
2708,23,51,1306881908,1551426159,1329182663,57,1.754385965
550,3,11,1492502668,1517209550,1501804387,11,9.090909091
516,7,7,1311247043,1575369530,1313936178,7,0
157,2,3,1433688028,1440053662,1433905353,3,0
1410,4,14,1580121316,1580428961,1580121756,14,7.142857143
941,6,33,1416806897,1572886576,1484601819,18,0
978,8,9,1468571195,1579615773,1469114025,11,18.18181818
244,5,6,1311247043,1543989043,1318449757,5,0
268,7,7,1439911825,1564289748,1463951917,7,0
189,3,3,1311247043,1513310430,1320026688,3,0
278,9,11,1311247043,1572625077,1497213485,12,8.333333333
391,2,7,1565709060,1575702232,1565909690,8,12.5
2647,34,56,1311247043,1575941031,1334542512,69,1.449275362
869,8,33,1311247043,1510037923,1418306719,55,0
83,5,6,1355899915,1556193978,1405496353,7,0
235,2,10,1434002420,1564977655,1439008659,11,45.45454545
918,8,18,1311247043,1558315142,1350217802,12,0
624,4,6,1311247043,1575435430,1316305785,7,0
7037,13,42,1307950930,1559085486,1320727843,44,0
179,3,3,1461572151,1559614293,1462900432,3,0
153,2,3,1388564806,1403166623,1388948947,4,0
152,1,1,1571890709,1571890709,1571890709,1,0
93,2,2,1471863182,1532615098,1472516428,2,0
404,4,5,1484836118,1563237725,1485873614,6,0
196,2,3,1311247043,1558918501,1313384673,3,0
807,31,54,1311247043,1574664537,1409049590,83,10.84337349
356,1,1,1563945369,1563945369,1563945369,1,0
267,3,3,1482222673,1558918501,1482528372,3,0
2312,11,55,1356988944,1576029595,1378304293,60,0
1702,8,52,1311247043,1476186409,1352323591,67,1.492537313
298,4,4,1311247043,1558918501,1348080729,5,20
422,1,1,1311247043,1311247043,1311247043,2,0
276,2,2,1365385977,1509520077,1365908202,2,0
421,6,7,1308298828,1574331693,1315515699,9,0
171,4,6,1311247043,1558242500,1322945571,6,0
1426,26,88,1321070980,1573697023,1405522372,87,2.298850575
3,1,1,1576336124,1576336124,1576336124,1,0
86,7,19,1320921952,1578275030,1374346528,74,0
834,7,11,1415260083,1574306890,1418441609,11,0
191,9,27,1311247043,1528793648,1386533629,61,0
139,11,16,1306383773,1579755293,1395143525,20,10
765,3,15,1502155802,1534285648,1507120999,13,0
182,1,3,1392028364,1536738017,1393016832,3,0
787,7,15,1311041169,1558918505,1318290258,16,0
29,5,6,1337965483,1540217919,1394126483,9,11.11111111
819,19,55,1311247043,1558242500,1356450963,62,4.838709677
514,10,30,1467625167,1566982695,1535898020,38,21.05263158
772,24,39,1316574949,1558178853,1355343957,48,2.083333333
408,8,20,1411871333,1559614293,1442826402,33,3.03030303
957,9,9,1311247043,1558252310,1313374755,4,0
104,4,4,1311247043,1580722637,1328929297,5,0
181,4,6,1490788071,1570602739,1494458516,7,0
114,8,11,1311247043,1575342241,1333560196,16,0
6318,17,248,1309728456,1579770079,1427068507,293,0.341296928
80,2,2,1529313156,1539678104,1529701842,3,0
1480,16,29,1311247043,1581569022,1321562135,32,9.375
1812,34,94,1306899084,1577159525,1417698608,126,6.349206349
70,5,5,1311247043,1558252844,1321017290,6,0
1905,17,62,1316057689,1566725742,1459066027,72,5.555555556
554,19,68,1311247043,1575461142,1378130382,9,0
1241,6,23,1535589172,1567147520,1539143457,28,3.571428571
159,12,21,1292368464,1575942541,1461408184,39,0
419,2,6,1509479779,1544511002,1513963085,6,0
1975,21,64,1311247043,1559614293,1338915330,89,4.494382022
277,11,22,1395324263,1566639427,1467206898,30,3.333333333
161,5,6,1464843143,1559009404,1467240275,6,0
1416,13,21,1306881908,1571368711,1311825926,22,0
660,7,14,1306157047,1558918501,1323179985,15,6.666666667
737,5,8,1447924768,1559085478,1474348742,8,12.5
61,5,7,1311247043,1521452311,1343604122,7,0
1927,21,59,1311247043,1556251142,1444971677,32,3.125
11,1,2,1542617782,1549936617,1543283131,2,0
689,9,21,1448341795,1566542425,1466184836,28,10.71428571
107,2,2,1407296198,1549625087,1420597963,2,0
253,4,7,1460952095,1559009404,1470469749,7,14.28571429
286,13,17,1309876697,1514206473,1322112374,26,0
1960,9,36,1307655814,1550471338,1329131591,37,0
425,5,7,1420786487,1559008627,1451860329,7,14.28571429
199,9,17,1311247043,1579570245,1337825742,28,3.571428571
316,8,12,1490788071,1560850654,1498295455,13,0
66,6,8,1312092139,1566744618,1427158374,9,0
378,5,7,1359354225,1559614293,1360601932,4,0
182,3,3,1310704708,1558918505,1312604895,3,0
169,4,8,1311247043,1558918505,1351376154,8,0
89,1,1,1525054581,1525054581,1525054581,1,0
89,2,3,1352072234,1508738849,1386515350,3,0
47,1,14,1346134239,1525783186,1403752681,23,0
1339,27,38,1306157047,1575369530,1326848890,22,4.545454545
213,3,8,1412741672,1566634188,1425014360,10,0
632,11,16,1311247043,1580053211,1320385239,21,23.80952381
63,2,6,1485414992,1579041261,1538915717,3,0
252,5,7,1310704708,1578014181,1315947673,9,0
692,5,15,1311247043,1578627109,1333051668,26,0
331,4,6,1477500125,1559614293,1478710064,6,50
1364,5,10,1502776529,1576638271,1506304078,11,18.18181818
2341,9,85,1309728456,1574214365,1395625028,61,0
30,4,6,1383784886,1544682297,1405475021,9,0
523,23,60,1307354793,1579044332,1385693334,101,0.99009901
311,7,16,1306881908,1573093842,1379304097,36,11.11111111
1364,14,17,1302853918,1572490785,1314474876,20,0
161,4,4,1311247043,1519777600,1356411967,3,0
382,14,23,1489126697,1577108777,1500176062,35,0
810,4,5,1331193740,1575600181,1343174895,6,0
1044,5,10,1564732672,1573098509,1566016692,10,20
2400,13,13,1303125322,1558350482,1304588376,13,0
1197,14,24,1310183803,1578210485,1320145391,24,0
126,4,7,1308728518,1484423969,1311474792,9,0
918,18,52,1306464384,1570003224,1479303049,66,4.545454545
116,3,3,1311247043,1421998815,1321186889,2,0
18,3,4,1421147604,1509520077,1427143461,2,0
685,24,53,1309226088,1580968228,1387621829,119,10.92436975
1620,5,19,1479800649,1564560489,1498151147,20,15
206,5,9,1311247043,1558252303,1394286380,10,30
1736,23,46,1311247043,1580955551,1409431185,56,1.785714286
394,9,17,1364134002,1577079428,1378148817,15,6.666666667
395,16,23,1465448048,1574734454,1509287856,33,12.12121212
172,7,7,1445228831,1575869550,1448425342,5,20
158,3,3,1308849302,1465108318,1312028729,2,0
360,10,16,1311247043,1570357760,1332874962,20,0
1464,1,1,1538549763,1538549763,1538549763,1,0
491,13,32,1450254559,1547468851,1468197640,52,1.923076923
1037,4,12,1539737594,1570074572,1540052123,13,30.76923077
137,3,3,1521531699,1551692582,1521776365,3,0
549,7,11,1474356651,1581501581,1481781246,12,33.33333333
6851,32,130,1307517991,1580393761,1320027819,25,0
1535,13,17,1306881908,1558242500,1309722163,20,5
267,5,8,1493018424,1560096470,1495170865,8,0
181,4,10,1311247043,1430131676,1363015052,10,0
1353,10,20,1305014297,1559614293,1330948658,33,0
613,20,47,1362857220,1573008852,1419784707,62,4.838709677
231,5,7,1333539621,1574303204,1363959611,15,0
53,4,4,1488177022,1559354935,1490829398,4,25
37,1,1,1577934759,1577934759,1577934759,1,0
521,6,10,1430977761,1558918506,1432376084,23,0
300,4,6,1311247043,1573220068,1340953860,6,16.66666667
230,2,2,1472028260,1558918521,1472406044,3,0
463,13,15,1311247043,1564456539,1327047410,16,6.25
125,6,7,1423464550,1549201040,1430965873,8,0
160,1,1,1556263057,1556263057,1556263057,1,0
92,3,3,1410511220,1580722637,1422688148,4,0
119,1,1,1525783187,1525783187,1525783187,1,0
633,10,21,1341815852,1563794768,1350659954,23,0
316,2,2,1532345861,1558918501,1532429952,2,0
208,9,20,1340429365,1563761265,1399970528,26,3.846153846
350,15,19,1307582012,1568194315,1334627710,18,0
1126,1,1,1570251575,1570251575,1570251575,2,0
1337,12,33,1495619633,1574247628,1515031517,32,15.625
162,2,2,1311247043,1509520077,1312470951,1,0
156,9,10,1311247043,1559354935,1324535841,15,0
186,7,8,1434421861,1558918501,1457228501,9,11.11111111
1733,14,33,1391659407,1582205396,1428360374,39,5.128205128
838,15,18,1311247043,1576166768,1325312027,19,0
378,11,16,1311247043,1558918501,1343221574,18,0
738,7,37,1375841464,1573706584,1421431292,54,0
209,1,2,1515392927,1531814117,1519321441,2,0
210,11,16,1335942998,1548070493,1373370138,22,22.72727273
308,13,21,1405305340,1578650266,1439934991,17,0
392,14,19,1394772305,1576463512,1422613913,5,0
2513,12,52,1526306697,1583782098,1547403652,60,21.66666667
613,6,16,1479177663,1572511076,1499693301,18,5.555555556
154,5,9,1311247043,1578275030,1322595880,9,0
2834,10,31,1486667973,1578275030,1497507504,34,32.35294118
454,11,26,1309706661,1561459755,1420914980,37,10.81081081
1306,18,56,1311247043,1580722654,1407963793,78,2.564102564
448,5,8,1311247043,1558350480,1320679567,7,0
2553,27,38,1303125322,1575941031,1309602802,41,0
285,4,13,1311247043,1559085158,1366742026,14,7.142857143
2200,25,126,1308047671,1576648521,1355379597,151,1.324503311
309,9,15,1351234141,1577711976,1442474281,21,4.761904762
603,12,19,1465787486,1570605049,1493330672,21,0
156,4,6,1555988689,1575947312,1558123968,7,0
53,3,5,1465353743,1558918506,1491696318,7,0
168,5,7,1311247043,1558918501,1314939182,6,0
365,9,21,1308331131,1492395816,1355844617,34,2.941176471
7,2,2,1311247043,1509520077,1339571762,3,0
315,11,25,1311247043,1558918506,1409717597,32,3.125
175,5,8,1397779550,1537839245,1404601884,7,0
225,4,4,1311247043,1558242500,1314095233,4,0
151,2,2,1555235401,1562684149,1555482048,2,0
147,2,2,1554823217,1566377065,1555216205,2,0
3417,32,50,1306157047,1575941031,1334037367,55,5.454545455
167,11,17,1311247043,1560994126,1382978220,21,0
195,9,11,1308572746,1578275030,1314349991,13,0
2130,30,59,1310748660,1558918501,1355547315,51,3.921568627
141,1,2,1556263057,1569983487,1558306525,2,0
761,14,20,1315833366,1566192618,1330196496,22,0
324,7,8,1303125322,1579579345,1379860584,7,0
599,10,15,1344591360,1578889612,1365161672,20,5
212,3,5,1483937729,1559614293,1487995932,6,0
647,10,15,1311247043,1536047190,1335987528,16,0
91,4,7,1427879533,1579500409,1435564597,7,85.71428571
486,3,13,1508247461,1569814308,1518771505,16,0
1249,24,65,1399867068,1574902493,1444853845,18,33.33333333
814,8,10,1306400573,1558577847,1318820376,16,0
116,1,1,1415258387,1415258387,1415258387,1,0
1454,13,26,1314547535,1559236172,1336281089,24,4.166666667
77,3,8,1366042475,1552320642,1377433018,11,0
718,16,37,1311247043,1552318210,1342295160,37,0
474,17,50,1332274146,1559716766,1411105446,82,1.219512195
162,2,4,1437398190,1442304216,1437577697,5,0
47,1,1,1552134012,1552134012,1552134012,1,0
628,8,27,1455845040,1580722658,1530116899,29,13.79310345
561,13,20,1311247043,1558577847,1328027801,32,0
171,5,8,1516868056,1575428995,1530920917,9,22.22222222
541,11,38,1311247043,1558577847,1367143050,52,0
1078,14,29,1311247043,1566223368,1363343956,35,5.714285714
346,12,18,1311247043,1536371941,1346668838,21,0
267,10,13,1339409078,1569998024,1380979611,22,0
2,1,1,1526362133,1526362133,1526362133,1,0
47,8,9,1310701654,1559614293,1348013644,14,0
2015,7,8,1311247043,1558918506,1312115714,9,0
852,25,41,1311247043,1566206272,1424294546,46,4.347826087
274,3,3,1311247043,1558918501,1312461297,3,0
73,2,2,1311247043,1558489903,1314633931,1,0
1223,12,65,1430457087,1574128314,1475491980,76,13.15789474
62,2,2,1311247043,1311396084,1311249447,1,0
465,6,9,1311247043,1553520748,1330360444,9,11.11111111
738,4,13,1357880931,1578627109,1378483714,21,0
589,7,8,1530084369,1574674168,1536915481,11,9.090909091
3513,42,166,1307354793,1576543840,1358365453,236,3.813559322
739,3,4,1311247043,1558242500,1311929127,4,0
429,17,27,1306467198,1566144040,1444016597,41,0
415,5,6,1311247043,1558918521,1314170552,5,0
209,7,9,1311247043,1515640120,1327980218,11,0
1271,9,45,1523683674,1576915404,1551088396,39,5.128205128
608,6,6,1310704708,1578014210,1317797034,6,0
841,15,23,1307354793,1565404971,1328657822,13,0
228,9,13,1390971102,1578881255,1414875209,10,0
668,9,9,1306294492,1575369530,1313222797,5,0
668,7,30,1311247043,1562829241,1361399212,35,0
1053,30,60,1416755266,1583559117,1455690033,80,17.5
316,12,20,1311247043,1558918505,1351148324,27,0
1919,3,17,1311247043,1577345807,1461238387,18,5.555555556
120,4,6,1310706817,1558918505,1344723279,8,0
526,8,11,1306157047,1558918512,1316714905,13,0
962,4,6,1574474320,1579092412,1574627872,8,37.5
208,4,8,1311247043,1521015187,1318144087,16,0
1737,8,29,1515553991,1578375932,1532502315,32,21.875
482,8,13,1458012939,1553050926,1460777445,16,0
424,6,9,1304066664,1509520077,1307731648,10,0
131,8,19,1300256745,1559614293,1316727098,22,0
413,3,7,1498030155,1538449140,1517187056,7,0
437,6,17,1429522274,1560096477,1438939429,24,0
401,6,12,1331692570,1559614293,1342922920,18,0
51,4,4,1347942182,1558242535,1352914593,4,0
175,10,18,1311247043,1559614293,1348681929,25,0
75,4,4,1311247043,1509520077,1315998530,4,0
421,10,39,1311247043,1540881856,1343997768,69,0
125,4,20,1311247043,1510037923,1368430924,59,0
33,2,2,1317698151,1558918501,1325007859,2,0
109,5,9,1410861841,1558918506,1447254201,11,0
325,19,39,1293882964,1563827865,1387215826,67,0
735,19,61,1306400573,1582727404,1398024326,73,1.369863014
89,10,17,1367551487,1559614293,1400974690,24,8.333333333
461,10,22,1461943544,1569290080,1476561780,3,0
212,11,22,1308877522,1565074910,1446108949,29,6.896551724
434,5,12,1548120701,1576090722,1552506611,12,41.66666667
1140,10,23,1311247043,1558577847,1346735907,31,3.225806452
