lines,authors,shas,the_first_time,the_last_time,average_date,total_shas,fixes_percent
822,4,11,1455692439,1558252303,1468399428,11,9.090909091
1193,9,10,1311247043,1559983787,1318241177,11,0
123,5,8,1388975257,1558918506,1393498613,8,25
2981,14,27,1310656119,1565897893,1317334406,15,0
87,6,6,1404379250,1546186455,1408249537,7,0
747,18,24,1311247043,1558670647,1422376364,24,8.333333333
404,6,12,1365136059,1552320642,1417873342,16,6.25
1287,6,11,1311247043,1541003088,1318509269,16,0
229,5,7,1542171707,1582099188,1550356763,7,14.28571429
188,5,6,1311247043,1566701358,1349537168,6,0
211,7,7,1465469945,1559614293,1469002858,7,0
241,10,16,1311247043,1559120261,1323499827,8,0
56,3,3,1311247043,1559614293,1317670367,2,0
278,5,7,1392350585,1558193278,1398379575,10,0
67,3,3,1511452745,1559008626,1512176079,4,0
219,4,5,1430548257,1558918505,1431931516,6,0
386,8,19,1311247043,1559959360,1387375148,26,3.846153846
2345,22,75,1306881908,1583327741,1328967864,83,1.204819277
315,2,2,1571193895,1576126715,1571209555,2,50
507,2,4,1582183725,1584962705,1582189207,4,25
961,2,2,1466066723,1524714759,1466127751,2,0
25,1,1,1583152319,1583152319,1583152319,1,0
162,2,3,1494485461,1547429985,1496776877,3,0
151,2,7,1525783188,1589193684,1544456425,7,0
840,22,53,1309672713,1579048525,1379573612,74,9.459459459
722,14,23,1397457413,1574757700,1415053600,31,12.90322581
913,12,22,1311247043,1558918501,1389422160,25,0
570,3,25,1547684118,1587702291,1556973499,26,3.846153846
335,3,14,1508247466,1589768842,1518586292,17,0
374,3,3,1553481580,1581990858,1558003630,3,0
853,12,46,1311247043,1576758957,1335288464,55,7.272727273
155,5,5,1473300543,1581599986,1478770078,5,0
2924,83,138,1310373972,1573666253,1372237127,172,4.069767442
84,5,5,1306464384,1558918501,1316966811,5,0
146,2,4,1539147662,1557986649,1542899812,4,0
36,1,1,1440053655,1440053655,1440053655,1,0
165,3,3,1311247043,1566701356,1313260597,3,0
69,4,4,1433565865,1529315489,1460775301,4,0
2429,5,45,1392457669,1577808001,1496632376,60,13.33333333
67,2,3,1397317736,1456412353,1400845778,3,0
390,1,1,1589511428,1589511428,1589511428,1,0
1895,3,14,1354096260,1548069653,1367411700,17,0
178,2,4,1557130720,1578406146,1557520081,2,100
247,2,2,1559793911,1574306068,1561145245,2,0
176,2,4,1485934202,1524208505,1493895995,4,0
3838,7,10,1311247043,1565897893,1314288314,8,0
79,9,23,1311247043,1569310911,1383158648,29,0
185,3,6,1372404871,1509520077,1393051019,7,0
845,15,32,1311247043,1575369528,1379834083,46,4.347826087
42,1,1,1585127264,1585127264,1585127264,1,0
205,8,17,1347161860,1559614293,1420440556,29,6.896551724
68,2,3,1348241122,1421223012,1352534031,5,0
112,5,5,1311247043,1578014204,1317815338,6,0
590,7,10,1311247043,1578883137,1316809491,12,8.333333333
63,3,4,1444238435,1509520077,1449293205,4,0
2350,15,32,1334397035,1558918505,1342704662,52,0
380,7,8,1311247043,1543558154,1334791480,7,14.28571429
630,4,5,1559528834,1584770917,1565181801,7,28.57142857
359,5,10,1311247043,1565250444,1347684259,10,0
72,2,2,1508731834,1558918521,1509428871,2,0
178,3,16,1335765308,1567479366,1358759083,20,0
119,6,7,1311247043,1514206473,1337327383,7,0
265,6,14,1352465613,1558252307,1359484669,2,0
350,18,26,1295842752,1578383515,1396874935,38,0
8,1,1,1517459334,1517459334,1517459334,1,0
8845,43,89,1306881908,1583752501,1316551757,106,0
61,2,2,1559019749,1560289146,1559165418,1,0
516,23,60,1317727141,1581416524,1439397457,180,2.222222222
134,9,11,1323516588,1509520077,1338126468,11,0
140,5,6,1398660883,1560484075,1433597084,8,0
93,2,2,1568583942,1568583942,1568583942,2,0
244,5,5,1311247043,1558918505,1315162070,4,0
44,6,8,1372783813,1537957660,1387170510,8,0
438,5,6,1311247043,1558918501,1320418275,7,0
458,6,20,1311247043,1578627109,1342045610,28,0
288,9,15,1311247043,1591019546,1469965705,17,11.76470588
634,5,5,1490788071,1557988900,1491160403,5,0
19,6,7,1309278094,1559085160,1338999270,9,0
2395,34,77,1550825528,1587550079,1559155928,111,1.801801802
550,3,3,1311247043,1508146154,1314640176,2,0
381,11,16,1305725404,1559614293,1324082112,20,0
162,7,8,1347615027,1559120270,1449326988,16,0
202,3,3,1311247043,1449214063,1315067990,3,0
399,5,5,1504191907,1577676585,1504798788,5,20
596,4,11,1311247043,1558918506,1315346709,9,0
1216,18,51,1471013328,1583829081,1493665280,57,5.263157895
1493,11,47,1311247043,1570085639,1400730248,61,0
657,6,10,1311247043,1583999104,1422063904,8,12.5
90,5,10,1375258032,1536255803,1394655661,12,0
67,4,4,1402566790,1559008629,1432212223,4,0
169,4,8,1302705088,1393997312,1309902390,15,0
139,13,26,1311247043,1579685526,1388200411,34,2.941176471
3685,11,20,1448875900,1578240345,1454409445,24,16.66666667
2643,14,133,1338792162,1587557158,1549188189,87,20.68965517
327,6,10,1434044095,1572173563,1475085370,1,0
233,4,4,1311247043,1558252303,1313256149,2,0
172,2,2,1555038319,1575443748,1562156492,2,0
1006,10,30,1515534462,1578398286,1538484152,34,17.64705882
1105,15,64,1334058186,1583313871,1356735858,71,1.408450704
2329,27,68,1309681230,1582529203,1493035160,83,9.638554217
1625,17,88,1320879311,1562917959,1335244427,16,0
326,12,47,1311247043,1573711708,1415187704,81,4.938271605
294,6,9,1311247043,1577966679,1324319293,11,0
265,4,5,1306881908,1575941031,1309136272,9,0
1599,18,36,1311247043,1575342242,1320249321,46,0
244,3,3,1438236539,1573091558,1440198700,3,0
1735,21,78,1311247043,1578158495,1372452088,91,0
755,8,24,1416286189,1567079416,1439622961,7,0
528,13,18,1310712750,1566312259,1334701627,30,10
64,3,4,1498824165,1579500409,1502883407,5,40
662,2,2,1580121328,1580121329,1580121328,2,0
244,6,6,1308572746,1572339293,1333035298,11,0
605,5,7,1311247043,1508136197,1318577175,7,0
30,1,1,1558315273,1558315273,1558315273,1,0
1577,24,37,1306881908,1579615514,1331399504,17,17.64705882
806,17,38,1373189149,1573538870,1503136733,53,28.30188679
78,3,4,1306492829,1558918501,1317632697,5,0
6,3,3,1491206844,1519195535,1498923831,3,0
1933,15,101,1311247043,1582428889,1435701999,139,2.158273381
25,3,3,1384247768,1540213826,1404044886,3,0
154,3,4,1527819776,1554098174,1528015716,4,0
301,16,26,1307950199,1559614293,1330318100,32,0
201,6,11,1311247043,1558918502,1328991803,12,8.333333333
491,5,9,1449060249,1558918501,1454235219,9,11.11111111
404,3,4,1311247043,1501588274,1327674179,3,0
838,4,4,1548401083,1563252833,1548579725,4,0
295,3,8,1448341538,1559008638,1506487846,8,12.5
3157,7,8,1311247043,1558918505,1312074156,8,0
453,6,10,1406628533,1575460819,1451766629,13,0
321,11,14,1311247043,1564366085,1316485094,17,0
404,6,7,1335589250,1526715834,1339415159,5,0
448,7,8,1346747160,1578889612,1370933518,13,7.692307692
462,5,10,1314899122,1558918505,1370279077,14,0
281,7,7,1308195561,1558242500,1313514809,8,0
338,10,11,1503201955,1561853933,1505001137,12,8.333333333
176,5,7,1307604027,1559614293,1313045314,6,0
138,6,7,1311247043,1559614293,1392810804,8,0
187,8,10,1310374312,1542852249,1346131837,11,0
101,4,4,1472633832,1559354935,1483010366,5,0
38,2,4,1502807662,1579500405,1513243429,4,25
232,5,14,1478538057,1572247165,1510865223,15,0
221,5,12,1381034616,1558252303,1398589777,19,5.263157895
52,1,2,1525783187,1525783187,1525783187,2,0
65,1,1,1342260069,1342260069,1342260069,1,0
176,5,6,1327940280,1559085478,1334755429,11,0
658,5,7,1396248597,1559085478,1403081687,7,0
241,1,4,1561388732,1561388735,1561388733,4,0
894,6,6,1484807113,1516095844,1485098064,6,0
139,4,10,1311247043,1558242500,1324017730,10,20
2163,10,87,1340095095,1559614293,1369653412,120,0
843,4,4,1311247043,1563882592,1312524834,4,0
938,4,6,1565321356,1576166776,1565401749,7,28.57142857
1525,15,20,1405745331,1556424025,1409283213,23,0
270,7,9,1303915684,1559614293,1338845492,15,0
134,7,12,1412769302,1560333258,1449828237,15,6.666666667
1201,14,14,1306294492,1575369524,1309665254,7,0
109,4,4,1311247043,1578014198,1386614590,4,0
331,1,1,1514981856,1514981856,1514981856,1,0
105,5,6,1358823374,1510047007,1385770262,7,14.28571429
287,6,8,1311247043,1558315142,1314803521,8,0
1505,26,52,1480493747,1572529179,1511806605,82,0
83,5,10,1391404729,1558918506,1422651691,16,0
235,5,10,1497871711,1559354922,1499533891,14,0
1547,33,106,1311247043,1563964436,1376510835,147,2.721088435
37,2,2,1490788071,1525726793,1491732361,2,0
934,8,17,1503694363,1578934334,1518318898,23,8.695652174
811,2,2,1539572828,1544405179,1539578787,2,0
378,3,3,1441420329,1558918501,1441767057,6,0
3,1,1,1565159996,1565159996,1565159996,1,0
550,8,12,1306899084,1559354922,1311377328,16,0
1601,15,79,1311247043,1574691335,1425719091,89,4.494382022
252,9,29,1311247043,1567147520,1421368715,33,6.060606061
368,5,6,1311247043,1388389240,1313803306,6,0
1457,2,2,1537871879,1542025553,1537914642,2,50
707,17,26,1393305922,1567348325,1414668005,34,14.70588235
2145,44,139,1307596147,1580393725,1466724089,168,5.357142857
241,4,24,1458798740,1574237719,1479890342,26,0
488,8,10,1311247043,1566224590,1316150399,10,10
153,5,5,1477568988,1572628324,1479976375,5,20
1337,38,71,1309913492,1566871843,1352556888,92,3.260869565
137,1,1,1311247043,1311247043,1311247043,0,0
286,1,11,1400222175,1536047831,1476683641,13,0
82,2,2,1311247043,1558350480,1314260500,1,0
155,12,24,1336483346,1573203625,1389378717,21,4.761904762
193,4,7,1311247043,1559614293,1318145740,7,0
483,5,9,1488946396,1559085482,1494299747,11,9.090909091
1392,12,51,1317730402,1561263813,1459991270,83,1.204819277
489,9,12,1401071896,1555587900,1438122757,17,5.882352941
2386,25,52,1311247043,1558670650,1333159741,25,0
86,5,5,1309672992,1561347734,1352058975,4,0
306,4,11,1311247043,1448547146,1328145667,10,0
459,4,6,1310704708,1578210441,1319755770,6,0
514,4,5,1497350712,1558918521,1497484579,6,0
200,7,14,1309772622,1559120270,1314995350,20,0
928,10,14,1310704708,1578014188,1316476729,19,5.263157895
114,1,1,1505785886,1505785886,1505785886,1,0
417,10,27,1311247043,1575962465,1451209393,55,7.272727273
922,2,2,1550738794,1571382489,1551253767,2,0
1180,32,96,1303125322,1554108135,1395580349,129,6.201550388
1718,13,64,1468387199,1575858427,1512649082,75,2.666666667
447,10,27,1420341865,1573231651,1463989003,36,0
1183,6,7,1522325114,1567816916,1522480133,8,25
293,7,10,1311247043,1558252314,1317091516,8,0
52,2,2,1311247043,1481076315,1314512991,1,100
289,8,19,1311247043,1534227755,1451726630,30,36.66666667
57,4,4,1394085881,1559614293,1397298309,6,0
1856,8,15,1311247043,1558315142,1314213416,13,0
650,6,19,1453447633,1559614293,1499496082,7,14.28571429
149,3,3,1329429560,1509520077,1335876438,4,0
241,9,19,1445559997,1576468591,1512186645,21,0
146,3,12,1398437118,1571331254,1425345353,15,6.666666667
2010,19,25,1306881908,1571816322,1311500846,9,11.11111111
1003,14,27,1311247043,1582094174,1318901270,26,0
302,2,2,1579596269,1580887968,1579604823,2,50
6,1,1,1516681904,1516681904,1516681904,1,0
266,13,28,1332274146,1572308865,1424107722,48,2.083333333
168,2,2,1311247043,1509520077,1312427240,2,0
566,15,26,1407479166,1578910959,1421160973,34,5.882352941
7074,36,155,1321354068,1573362661,1378222395,195,3.58974359
637,6,12,1311247043,1558918505,1323900511,11,0
436,10,24,1255425740,1528782900,1320592217,26,0
80,2,2,1311247043,1545928341,1314180559,1,0
257,3,6,1548142194,1558952491,1548262796,6,0
389,2,3,1544686974,1551129456,1546187773,3,0
31,1,3,1572667782,1579500405,1572908798,3,33.33333333
804,23,41,1328076287,1572877614,1374302591,22,9.090909091
242,7,11,1427684392,1553699202,1492744233,16,31.25
592,3,3,1486011590,1553502739,1486284241,3,0
129,1,1,1573096684,1573096684,1573096684,1,0
923,18,52,1309278371,1571900742,1398333397,8,25
128,1,1,1311247043,1311247043,1311247043,0,0
378,18,36,1336728354,1577318274,1439164602,50,4
33,2,2,1504582985,1559009404,1506232270,2,0
1807,15,29,1346129099,1572877614,1415110398,38,2.631578947
180,1,1,1575949385,1575949385,1575949385,1,0
95,2,2,1495547783,1548286385,1496658069,2,0
209,4,5,1311247043,1571368710,1313530357,5,0
304,7,19,1361763866,1559614293,1415701131,28,3.571428571
199,7,11,1308655766,1514206475,1323642273,26,0
121,3,12,1362452034,1459496459,1400674656,10,0
261,3,7,1311247043,1578627109,1317064272,16,0
656,7,46,1310701654,1580392236,1485990472,65,13.84615385
44,2,2,1415258403,1464763982,1416383530,2,0
322,1,1,1568950358,1568950358,1568950358,1,0
11,2,2,1380526804,1509520077,1392253465,2,0
100,1,2,1544097810,1549519735,1544965318,2,0
313,7,12,1484735413,1579089948,1490714110,14,35.71428571
751,12,18,1489501601,1558918506,1494144155,22,9.090909091
412,2,4,1538970516,1573287078,1539716583,4,50
454,20,21,1419991870,1554206863,1435098786,26,0
72,6,8,1311247043,1555236007,1485561306,30,0
60,4,4,1495015000,1563237724,1500486613,4,0
1691,3,3,1449656908,1559519090,1449730753,3,0
3070,116,257,1267512713,1580138901,1422346537,387,8.785529716
124,3,6,1541483243,1568336754,1553849801,6,0
313,8,9,1311247043,1559542989,1316299260,9,0
635,10,19,1311247043,1519372001,1350839276,23,0
84,6,9,1379992063,1558918501,1397864980,14,0
138,1,5,1468032061,1580268545,1545908362,5,0
93,1,1,1577415241,1577415241,1577415241,1,0
782,17,19,1311247043,1558918501,1317376168,24,0
299,2,2,1549516844,1566535751,1557200966,2,0
1897,32,85,1308572746,1581584867,1395682080,117,1.709401709
2904,23,123,1311247043,1561263813,1437316031,194,1.546391753
306,1,2,1377225345,1380608761,1377236402,2,0
127,9,12,1337836348,1579739658,1381017976,12,8.333333333
171,5,8,1311247043,1563154973,1328901299,9,0
220,4,11,1495532815,1567915040,1505525247,13,30.76923077
1078,7,19,1358299228,1575342242,1369535767,21,0
1911,9,46,1435254126,1561263813,1480849985,73,0
533,9,11,1361436307,1542190791,1365188913,13,0
388,6,7,1408924909,1575369532,1410558703,7,14.28571429
375,8,31,1405529135,1576781215,1451437364,51,0
5246,35,392,1406192650,1583465410,1543398026,202,24.75247525
1054,2,2,1555066873,1564456544,1555075782,2,0
206,10,15,1304307000,1559120266,1310934342,17,0
277,4,11,1509517532,1559614293,1510421207,11,0
844,8,13,1379671213,1558918505,1401817565,20,5
70,6,7,1248515436,1559354922,1334913271,6,16.66666667
793,6,20,1388637177,1549794459,1408191271,20,5
6297,73,350,1306859602,1575941031,1392017811,478,4.811715481
572,10,17,1307608381,1552318166,1341452580,25,0
22,1,1,1536128715,1536128715,1536128715,1,0
1007,4,25,1362380497,1528782900,1409501270,18,0
1770,12,106,1376311782,1576041518,1451018425,187,2.139037433
111,1,3,1552912975,1562665694,1553088747,3,0
443,2,3,1311247043,1558918501,1312192812,3,0
103,4,4,1311247043,1558242500,1322234795,3,0
1387,15,33,1412313867,1562951894,1433267803,59,0
827,19,21,1310271796,1568943345,1318557413,22,0
703,6,6,1489642031,1563240442,1490116137,8,12.5
99,1,1,1311247043,1311247043,1311247043,0,0
36,3,3,1311247043,1509520077,1318361953,2,0
282,3,4,1527946731,1569812749,1529092800,7,28.57142857
254,3,3,1452680145,1527232509,1453168137,4,0
2043,13,26,1429520121,1576480621,1447723735,30,3.333333333
929,3,14,1530320010,1565578202,1543148126,15,0
152,2,2,1573190537,1574652672,1573229014,2,0
265,2,2,1311247043,1558918501,1312181652,2,0
37,1,1,1572001037,1572001037,1572001037,1,0
5810,6,14,1574474320,1576226314,1574511939,14,7.142857143
1681,10,39,1503550286,1570174022,1505987272,41,39.02439024
574,1,3,1566183567,1566278478,1566183960,3,0
43,3,3,1311247043,1566532048,1379209592,7,0
5319,45,242,1307950199,1579587844,1417593032,261,3.831417625
37,5,6,1314097242,1554179518,1356169056,7,0
50,8,8,1373793459,1559354917,1395016927,12,8.333333333
171,1,3,1536128710,1560861275,1555654215,3,0
211,3,6,1461846052,1522185260,1473942171,6,0
29,6,6,1311247043,1580698610,1384284738,7,0
336,6,8,1311247043,1538491131,1322988615,8,0
912,11,35,1310704708,1580722637,1386735744,43,4.651162791
548,2,3,1557819810,1557819810,1557819810,3,0
968,26,88,1306318152,1576888348,1428761392,140,6.428571429
45,2,2,1311247043,1509520077,1315653110,1,0
117,2,2,1356268215,1509679710,1357579424,2,0
73,1,1,1568871423,1568871423,1568871423,1,0
367,1,4,1578675836,1582204722,1579088099,6,0
4627,14,23,1311247043,1558252297,1312289413,28,3.571428571
1515,7,9,1482364864,1562755908,1482808288,11,9.090909091
9,3,3,1311247043,1566701357,1343896523,2,0
455,4,5,1551072394,1565169949,1557032686,7,0
358,4,8,1442803975,1559085478,1453606043,8,12.5
326,12,18,1374643349,1528251671,1385840317,24,0
605,13,33,1305014297,1579485866,1352332795,3,0
1001,5,8,1512727150,1553248216,1513198251,11,27.27272727
571,11,17,1508148086,1569695988,1522080262,18,27.77777778
161,2,2,1311247043,1559519106,1312789106,1,0
1249,16,64,1311247043,1581503118,1367548042,81,7.407407407
90,2,4,1407492622,1555744801,1419802564,5,0
520,13,18,1310284875,1573799115,1332880981,4,25
78,2,3,1488953178,1569609788,1490020279,3,0
25,2,3,1311247043,1482551161,1324499706,2,0
26,3,3,1521349051,1579500405,1527314984,4,25
324,3,5,1307332381,1558918505,1312602075,5,0
215,7,11,1311247043,1565961982,1340489185,13,7.692307692
193,8,8,1333527656,1559104002,1364250421,7,0
133,4,6,1311247043,1559614293,1325579295,5,0
1858,31,70,1306481746,1560433099,1355894383,77,20.77922078
32,3,3,1311247043,1575265349,1417993641,3,0
846,19,42,1306157047,1558315142,1351888772,6,0
228,7,10,1311247043,1573879580,1324970005,11,9.090909091
1811,28,76,1306881908,1583285536,1353006402,96,6.25
1057,10,84,1307596147,1573101885,1420305963,149,1.342281879
141,5,6,1431511118,1558918521,1447588207,7,0
50,1,1,1548401083,1548401083,1548401083,1,0
943,15,74,1354164630,1582777038,1421040827,121,3.305785124
341,7,13,1486371342,1562579584,1515462602,19,5.263157895
475,5,8,1314885098,1576639991,1484617304,13,7.692307692
576,2,10,1567495684,1578311029,1567757428,11,9.090909091
18,4,5,1477531651,1580722589,1495738455,5,0
103,1,1,1311247043,1311247043,1311247043,0,0
93,4,4,1311247043,1563252016,1316731271,5,0
196,5,13,1311247043,1509520077,1364092423,18,0
1231,8,10,1306550186,1508146154,1313440849,11,0
178,8,9,1461041521,1578414044,1481777560,9,0
590,8,10,1310704708,1575859726,1317102987,13,0
86,5,8,1308569299,1563265727,1325146995,8,0
219,8,8,1309104451,1570085639,1325429215,9,0
307,1,1,1569938024,1569938024,1569938024,1,0
562,3,13,1559107868,1574650736,1569009731,16,12.5
811,4,4,1311247043,1567601001,1316077847,3,0
100,3,3,1311247043,1566701358,1314185496,2,0
55,3,3,1389754047,1559085476,1394043969,3,0
78,3,3,1311247043,1559614293,1317158161,2,0
391,17,27,1310820296,1557739350,1381821672,37,2.702702703
3483,10,134,1497454399,1579522956,1521985735,153,3.267973856
426,6,9,1432610160,1569985945,1438450071,11,0
208,6,6,1311247043,1558918506,1313120322,9,0
728,7,8,1504858620,1558242535,1511006567,8,25
407,7,8,1317697802,1559614293,1320389847,10,0
96,4,5,1311247043,1527586256,1330727308,6,0
170,4,4,1311247043,1559120270,1313833758,4,0
640,6,12,1427103173,1550576726,1479473132,12,0
2726,25,131,1362588979,1581512939,1405517635,197,2.030456853
119,8,10,1311247043,1560142824,1400173648,14,7.142857143
1329,14,42,1485016247,1577685964,1514935487,6,33.33333333
378,19,30,1311247043,1560994126,1346394773,39,2.564102564
195,7,13,1355731292,1558242535,1441383470,13,0
709,17,29,1306196879,1514206473,1320358896,44,0
217,1,1,1554985627,1554985627,1554985627,2,0
209,3,3,1402841820,1558918506,1408651904,5,0
267,4,6,1421201102,1556261653,1429322450,7,0
136,2,3,1490189419,1559120279,1490696264,3,0
534,14,25,1479099503,1574172522,1488632882,28,14.28571429
1632,6,15,1306480715,1570178630,1328600443,12,0
203,4,5,1311247043,1559120267,1313089982,6,0
2973,60,181,1311247043,1580722563,1441263561,253,7.90513834
275,2,3,1517842925,1541313817,1520841749,4,25
1830,3,5,1522853572,1542260865,1523620903,6,0
117,6,7,1311247043,1558242500,1317826339,6,0
4527,14,29,1490788071,1574995181,1492035351,34,2.941176471
148,6,6,1311247043,1559236172,1316501829,4,0
164,1,1,1562257746,1562257746,1562257746,1,0
422,9,24,1500279003,1574303204,1511394501,39,10.25641026
554,1,3,1510240206,1522379590,1510307975,3,0
120,4,6,1308572746,1559519090,1311986075,6,0
87,2,2,1311247043,1509520077,1313526043,2,0
346,4,9,1488946394,1559085482,1494479022,9,22.22222222
104,6,6,1311247043,1558918501,1316563887,11,0
245,6,8,1308572746,1559614293,1311155476,9,0
253,12,14,1308622955,1581337072,1367901772,16,12.5
1512,22,61,1294890031,1567412976,1375774787,69,4.347826087
578,4,9,1439174375,1550622086,1447010881,10,0
886,8,9,1306480715,1521791677,1309178355,9,0
251,3,13,1311247043,1558918501,1446010363,18,5.555555556
1087,4,23,1311247043,1562585482,1355962213,31,0
14,2,2,1311247043,1509520077,1325409403,2,0
779,24,35,1319436423,1577012919,1370080543,45,8.888888889
503,2,28,1370765302,1579041261,1462621529,36,0
184,6,9,1311247043,1555904374,1321941792,12,0
1569,15,22,1311247043,1569380010,1340552104,26,0
218,4,4,1484832411,1558670644,1485341616,4,0
234,2,2,1311247043,1358830770,1311653742,3,0
415,2,3,1478581138,1564456519,1478923384,4,0
216,4,7,1406366906,1559085479,1417429878,8,0
365,4,5,1311247043,1558918501,1328832267,4,0
681,18,44,1303125322,1570107362,1378120224,51,5.882352941
314,14,28,1422851185,1578986540,1518271152,41,9.756097561
105,3,3,1306473812,1558918502,1313560359,2,0
819,11,11,1311247043,1558242500,1313300138,10,0
1374,12,23,1311247043,1569998625,1320689359,23,0
73,3,3,1456531735,1558918501,1458635095,4,75
269,9,11,1311247043,1534426403,1327778170,12,0
753,6,6,1311247043,1558918501,1311874592,5,0
134,1,2,1579041261,1579041262,1579041262,2,0
400,10,14,1308572746,1571131049,1393055627,20,0
1485,29,49,1336721733,1564456519,1374183956,61,4.918032787
4124,19,106,1311247043,1540880232,1366455716,141,0
48,1,11,1495209575,1525783186,1495846525,12,0
1264,7,22,1437100694,1549973946,1451404085,20,0
3339,36,165,1310437675,1574238346,1390457624,223,8.071748879
429,3,6,1311247043,1538974655,1320041010,5,0
2006,12,44,1408924486,1576382972,1462740945,52,3.846153846
4035,50,228,1307593485,1583961519,1407714625,382,13.61256545
430,4,13,1473398722,1528169283,1477312706,14,0
821,16,41,1306400573,1577741730,1323864776,50,4
615,6,20,1311247043,1575875083,1484132115,32,28.125
624,9,10,1308614112,1578275030,1315793881,12,0
43,2,7,1313045886,1506837163,1361034438,7,0
4210,21,154,1372427232,1583379525,1428186925,204,10.29411765
320,7,16,1369812902,1575424689,1380536571,19,0
1484,25,83,1439449150,1569761643,1468050824,129,22.48062016
55,3,5,1311247043,1520739286,1338400240,9,0
378,7,10,1416820914,1571931504,1452986364,11,0
505,10,11,1311247043,1575858703,1328333402,20,0
216,7,36,1311247043,1510037923,1359801257,75,0
629,6,9,1446457551,1558918506,1450116387,10,10
139,8,9,1462518094,1526621724,1478056036,10,0
253,10,13,1353136943,1536738017,1377685847,14,0
129,5,7,1388039879,1541174783,1392786324,9,0
23,2,2,1449672385,1558918501,1454422216,2,0
60,2,5,1341392316,1444623863,1352621027,10,0
3536,11,20,1311247043,1528782900,1314368258,27,3.703703704
98,1,6,1525783187,1579041261,1543717028,7,0
616,3,3,1311247043,1540883397,1313060060,2,0
82,5,7,1359128640,1564977431,1404316237,9,22.22222222
74,1,2,1331193740,1331193770,1331193741,2,0
37,3,3,1311247043,1449066426,1314982750,3,0
880,13,18,1311247043,1568267750,1326503917,17,5.882352941
406,7,18,1392521670,1579960184,1435347879,25,12
32,4,4,1381995336,1559354935,1393032260,4,0
219,10,21,1418790127,1550576726,1428788975,24,4.166666667
201,5,6,1430256750,1558918521,1431709647,6,0
888,7,20,1423038278,1566726112,1451793321,21,4.761904762
110,7,7,1311247043,1569401310,1323335031,6,0
128,4,10,1311247043,1570709858,1353133747,21,14.28571429
151,8,16,1341057960,1559614293,1387143602,7,0
856,7,10,1311247043,1578210477,1314890273,12,0
1167,6,9,1311247043,1561264539,1319392468,12,0
636,2,2,1338452800,1338551482,1338452955,2,0
1053,13,50,1446082583,1578391196,1496598165,63,3.174603175
73,3,3,1553327460,1579500405,1554060413,3,33.33333333
522,10,30,1307596147,1559614293,1423436888,26,3.846153846
933,3,10,1528362673,1568734287,1529837054,12,0
537,12,34,1308546031,1579765167,1392754095,62,1.612903226
5659,53,326,1304411909,1580908966,1430916391,106,15.09433962
180,3,3,1311247043,1558918505,1313623268,3,0
1034,14,31,1377662460,1576075099,1427659617,36,0
717,13,40,1334304212,1559009404,1413377764,4,0
501,16,43,1348193270,1563237738,1432424921,53,7.547169811
1244,7,13,1476948046,1578194873,1500655997,16,6.25
73,4,4,1400130933,1558918501,1407696630,5,0
285,7,15,1311247043,1569037741,1432727693,21,0
360,8,12,1311247043,1509520077,1314115826,14,0
149,1,1,1573974451,1573974451,1573974451,1,0
521,12,26,1310437675,1550467958,1348908104,35,0
1325,18,67,1306133501,1561554152,1394030905,76,2.631578947
451,17,29,1306899084,1570171412,1420564585,52,9.615384615
76,5,6,1309672992,1561347734,1371093864,5,0
291,9,11,1310183803,1558918505,1318971765,10,0
1658,21,79,1306480715,1561430445,1355578965,27,0
85,3,3,1402410190,1559008638,1405258069,3,0
474,12,17,1311247043,1577966325,1473489371,21,28.57142857
1485,27,53,1311247043,1570696329,1387777837,71,1.408450704
230,4,5,1306157047,1558252310,1308412882,3,0
266,5,5,1311247043,1559542989,1313511011,6,0
41,1,6,1509479779,1509479779,1509479779,9,0
49,5,6,1311247043,1558242535,1332974724,5,0
817,8,21,1484385071,1567680691,1492716215,23,17.39130435
372,7,10,1456735610,1559085488,1458897258,11,0
662,11,17,1311247043,1540436877,1351285794,19,5.263157895
260,7,9,1363869228,1558242500,1406945274,15,20
230,10,10,1311247043,1575941031,1320445826,12,0
167,6,8,1309706661,1558918505,1314481089,7,0
46,2,4,1565159997,1579500405,1566992406,5,20
494,1,2,1526261259,1526261261,1526261259,3,0
212,4,4,1311247043,1558242500,1314660960,4,0
633,6,7,1378370501,1559085484,1383697069,8,0
576,21,30,1306881908,1571908921,1366245019,38,7.894736842
157,7,13,1311247043,1559614293,1322429275,15,0
1000,14,29,1311247043,1558918506,1339856373,32,6.25
217,9,23,1363239865,1574854519,1465333852,38,2.631578947
58,1,1,1517462036,1517462036,1517462036,1,0
366,5,8,1494779434,1559085476,1507029172,8,37.5
269,2,2,1311247043,1559614293,1312170341,1,0
162,5,6,1311247043,1559519086,1314864387,9,0
1406,10,25,1387121938,1564456516,1397826047,32,9.375
132,4,6,1420627664,1559085478,1424678234,8,0
831,3,33,1417193967,1578904458,1471687119,43,6.976744186
1985,29,96,1309949513,1569457772,1351867665,122,2.459016393
197,8,11,1306966284,1558315142,1317861427,16,0
493,7,8,1530084369,1567747423,1535525244,15,0
251,4,8,1488690547,1575980343,1502785839,11,0
149,3,3,1449656908,1509520077,1450159408,3,0
115,2,2,1464580036,1558918501,1465400370,3,0
154,1,3,1544686978,1548307369,1545143599,3,0
101,2,2,1453965080,1559085482,1455005876,2,0
73,5,6,1309672992,1561347734,1359734058,5,0
1865,11,42,1438184027,1570074574,1454170387,65,9.230769231
