lines,authors,shas,the_first_time,the_last_time,average_time,total_shas,true_y,linear_y,tree_y
4.204692619,1.098612289,1.098612289,20.99424446,21.17521286,21.0025535,2.397895273,0.083861875,0.086379425,0.060931427
7.841492924,2.63905733,4.65396035,21.00636263,21.17930238,21.05682853,4.912654886,0.044117647,-0.024733544,0.024386106
6.410174882,1.945910149,2.944438979,20.99424446,21.16770438,20.99808848,2.944438979,0.045287638,0.064111365,0.130650155
5.85220248,2.397895273,2.833213344,20.99424446,21.16825564,21.01486273,3.044522438,0.280177187,0.078382595,0.031493541
6.455198563,1.791759469,2.197224577,21.04810734,21.17932229,21.05281746,1.791759469,0.160206718,0.200707272,0.14020345
5.036952602,1.098612289,1.386294361,21.147132,21.16770438,21.14834984,1.386294361,0.244186047,0.27920472,0.33126935
6.516193076,2.079441542,3.433987204,21.0484084,21.17538338,21.09531441,3.688879454,0.042635659,0.084839188,0.016194332
4.65396035,1.609437912,1.791759469,21.029885,21.13540662,21.04952197,1.945910149,0.136212625,0.162421279,0.122291022
5.484796933,2.079441542,3.044522438,21.10213663,21.18587663,21.11508339,3.218875825,0.03255814,0.132431054,0.226183105
5.379897354,1.945910149,2.302585093,21.01649769,21.16712302,21.02744497,2.63905733,0.064230343,0.107425065,0.04969855
5.327876169,0.693147181,1.098612289,21.14989134,21.17285618,21.15445771,1.098612289,0.328165375,0.301530104,0.33126935
5.375278408,1.386294361,2.48490665,20.99424446,21.14729414,21.04839487,2.890371758,0.1042205,0.087909534,0.046153846
6.180016654,1.609437912,2.197224577,21.12133459,21.16736526,21.12492354,2.397895273,0.083861875,0.195822522,0.19752322
6.320768294,2.397895273,3.713572067,21.09410731,21.18556072,21.11472994,3.931825633,0.07128743,0.085254827,0.210897833
5.525452939,1.609437912,1.609437912,20.99035511,21.16725815,20.99370142,1.386294361,0.244186047,0.178364087,0.19752322
5.318119994,1.386294361,2.63905733,21.04665362,21.16855816,21.0647756,2.197224577,0.216192937,0.157879182,0.088094568
3.951243719,0.693147181,0.693147181,20.99424446,21.1160349,20.99673208,0,1,0.252112214,1
6.242223265,2.48490665,3.258096538,21.02101548,21.17285301,21.07365462,3.33220451,0.172203765,0.10646488,0.081705713
7.250635512,3.258096538,4.304065093,21.08060524,21.18015562,21.1003305,4.753590191,0.000935579,0.030267184,0.013692242
6.809039306,2.48490665,3.583518938,21.087167,21.17691968,21.10019964,3.761200116,0.015684154,0.090491079,0.016194332
6.525029658,2.397895273,2.944438979,20.99424446,21.18211193,21.00808694,2.944438979,0.045287638,0.08786027,0.026406848
6.383506635,1.386294361,2.63905733,21.16400058,21.17527642,21.16760036,2.890371758,0.1042205,0.184104568,0.074065254
5.638354669,1.609437912,2.564949357,21.05791394,21.1745693,21.07202861,2.708050201,0.059431525,0.129993376,0.097213622
7.643961949,1.945910149,2.197224577,20.99424446,21.14893053,21.00020572,2.302585093,0.093023256,0.122293683,0.19752322
7.117205503,1.791759469,3.401197382,21.11941363,21.15100578,21.12751538,3.36729583,0.23549853,0.121367327,0.361666198
8.228176896,3.688879454,5.393627546,21.0445229,21.17483154,21.09478032,5.739792912,0.037613101,-0.03960059,0.152837738
4.8978398,1.945910149,2.48490665,21.06881766,21.16816526,21.09471093,2.708050201,0.059431525,0.150669766,0.310371517
6.543911846,1.609437912,2.944438979,21.10336479,21.17597937,21.16377647,3.33220451,0.028239203,0.156702403,0.074065254
6.37331979,2.302585093,2.833213344,21.1215937,21.17588667,21.12489929,1.791759469,0.328165375,0.263763434,0.219814241
6.222576268,1.791759469,2.302585093,21.08751043,21.16301528,21.13515644,1.791759469,0.160206718,0.260854631,0.122291022
5.934894196,1.609437912,2.708050201,20.99424446,21.16753806,21.01339224,2.890371758,0.048234281,0.07132346,0.034055728
6.796823718,1.791759469,3.135494216,20.99424446,21.16770438,21.03309599,3.295836866,0.029572208,0.063099386,0.031493541
6.609349243,3.258096538,3.737669618,20.9905248,21.16725815,21.01530588,4.060443011,0.079123229,0.018516377,0.0145022
6.522092798,1.098612289,2.397895273,21.17633523,21.18022001,21.17652107,2.397895273,0.450317125,0.226399321,0.211853162
5.624017506,2.397895273,3.091042453,21.05639267,21.17219867,21.10662636,3.401197382,0.025839793,0.1198813,0.023301287
3.63758616,1.098612289,1.386294361,21.07532275,21.16913939,21.09871417,2.48490665,0.07622739,0.147162423,0.060931427
7.409741954,2.708050201,3.496507561,21.02013361,21.1689055,21.02452232,3.63758616,0.01876785,0.050095442,0.060931427
7.623641947,3.688879454,4.744932128,21.06593582,21.17478533,21.11154992,5.056245805,0.062854886,0.026560584,0.018475981
6.049733455,2.079441542,2.63905733,20.99424446,21.16770438,21.00006325,2.995732274,0.042635659,0.063556156,0.0486846
6.309918278,2.302585093,3.044522438,21.07516343,21.17967643,21.1282904,3.433987204,0.024756189,0.137241573,0.086068111
4.127134385,1.098612289,1.386294361,21.16082402,21.18037443,21.16277877,1.386294361,0.244186047,0.288243818,0.33126935
7.860185057,3.784189634,4.762173935,21.00550747,21.17949628,21.08432245,4.828313737,0.048682171,0.03311149,0.08503132
6.609349243,1.098612289,1.609437912,21.16075797,21.17625299,21.16168591,1.609437912,0.19379845,0.281301827,0.19752322
5.18178355,1.098612289,2.079441542,21.0515954,21.06224673,21.05398847,2.197224577,0.440137812,0.11446766,0.19752322
7.23489842,2.48490665,3.526360525,21.03762139,21.16770438,21.06311039,4.007333185,0.010570825,0.044106848,0.032307412
5.638354669,0.693147181,0.693147181,21.14171821,21.18037444,21.14185846,0.693147181,0.496124031,0.329501921,0.498452012
6.738152495,2.079441542,2.564949357,21.04511106,21.16725815,21.06103549,2.995732274,0.042635659,0.114021915,0.032728881
5.924255797,1.609437912,2.079441542,21.11470645,21.17129368,21.11947401,2.079441542,0.118217054,0.217801189,0.14020345
6.186208624,2.079441542,3.80666249,21.10389141,21.16893222,21.12295768,3.526360525,0.170086639,0.111454887,0.182662539
5.802118375,1.098612289,1.098612289,21.13849357,21.16731597,21.13860148,1.098612289,0.328165375,0.300221003,0.33126935
6.161207322,2.397895273,4.007333185,20.99126543,21.17505356,21.07141795,4.276666119,0.020241171,0.026568336,0.029792417
6.431331082,1.945910149,2.48490665,21.09822099,21.18114796,21.1053289,2.564949357,0.069767442,0.180253443,0.173920962
5.480638923,2.397895273,2.708050201,20.99424446,21.16731596,21.00406862,3.218875825,0.072868217,0.052940096,0.054223795
5.883322388,1.945910149,2.079441542,21.09541806,21.17041468,21.1011897,2.197224577,0.1042205,0.202278211,0.19752322
4.955827058,1.791759469,2.564949357,21.0942348,21.16913715,21.10143871,2.772588722,0.055232558,0.145136511,0.042499296
4.753590191,1.791759469,1.791759469,20.99424446,21.16655325,21.01274226,1.791759469,0.160206718,0.160440715,0.283502875
7.512617545,3.044522438,4.521788577,20.99250833,21.1689053,21.03838287,4.779123493,0.017653573,-0.022473339,0.120361991
6.559615237,1.945910149,3.218875825,21.15023651,21.17764,21.15348735,1.945910149,0.136212625,0.26443136,0.122291022
5.717027701,1.945910149,2.944438979,21.03204666,21.16770438,21.07089074,3.33220451,0.028239203,0.0864984,0.104835612
6.146329258,1.609437912,2.302585093,21.07727005,21.16931977,21.08432573,2.302585093,0.093023256,0.173730934,0.151226482
6.501289671,2.944438979,3.401197382,21.00194093,21.1754554,21.04128522,3.713572067,0.139723955,0.062570944,0.0145022
5.752572639,1.386294361,1.386294361,21.14259107,21.1452456,21.14260623,1.386294361,0.244186047,0.279925925,0.33126935
6.901737207,2.48490665,2.995732274,20.99424446,21.16704141,21.00659684,3.17805383,0.118217054,0.067670914,0.05590967
6.56667243,2.397895273,2.48490665,20.99343327,21.17713985,21.00063793,2.48490665,0.07622739,0.119282077,0.355152587
7.05012252,3.258096538,4.382026635,20.99424446,21.17840239,21.09558237,5.081404365,0.042322692,0.00660898,0.013692242
7.524561226,4.043051268,5.017279837,20.99145629,21.17818082,21.05287178,4.812184355,0.008634272,0.012549583,0.08503132
8.39705739,2.48490665,3.433987204,21.02558315,21.17325013,21.04677039,3.496507561,0.022786,0.081386076,0.016965944
7.446001498,2.197224577,3.496507561,21.13972655,21.18595747,21.14948103,3.828641396,0.123693967,0.120584227,0.168164313
5.313205979,1.386294361,1.609437912,21.15371405,21.17545991,21.15863541,0,1,0.410576829,0.33126935
5.438079309,2.302585093,2.564949357,20.99424446,21.17396004,21.0396206,2.772588722,0.18120155,0.119197133,0.042499296
6.935370446,2.772588722,4.060443011,20.99424446,21.1707977,21.02929679,4.290459441,0.006052883,0.001444416,0.01001639
5.926926026,2.079441542,2.63905733,21.04809694,21.15964891,21.0775091,3.044522438,0.088224437,0.117055744,0.032728881
6.850126166,2.197224577,2.833213344,21.08775827,21.17372843,21.11978408,3.044522438,0.136212625,0.160021052,0.061619894
6.754604099,2.63905733,3.526360525,20.99424446,21.1766853,21.03526504,3.951243719,0.031007752,0.032872919,0.0145022
6.43775165,1.945910149,3.135494216,21.13724425,21.16682442,21.14654625,3.295836866,0.477461958,0.146201918,0.208082125
4.9698133,2.079441542,2.302585093,21.06193835,21.15796127,21.06888104,2.397895273,0.083861875,0.156231495,0.122291022
8.458928283,2.995732274,3.465735903,21.0484227,21.17251013,21.06425612,3.610917913,0.019484601,0.096911942,0.004225893
7.493873887,2.995732274,4.189654742,20.99424446,21.16682444,21.05324239,4.369447852,0.017760769,0.022489244,0.194594472
5.267858159,1.098612289,2.197224577,21.16543201,21.17212383,21.16684375,2.397895273,0.083861875,0.210714741,0.4268023
5.638354669,0.693147181,3.295836866,21.09827783,21.17833489,21.13579331,1.609437912,0.19379845,0.246955612,0.108359133
7.369600721,2.890371758,3.761200116,21.04440994,21.17054441,21.06195112,3.988984047,0.010910135,0.054594542,0.040047938
5.676753802,1.609437912,3.258096538,21.15277526,21.17518887,21.16234418,3.555348061,0.021040975,0.126296195,0.157399381
7.756195344,3.688879454,5.087596335,20.99424446,21.18114796,21.05312983,5.613128106,0.069484524,-0.05968278,0.08503132
6.232448017,2.302585093,2.944438979,21.0873448,21.17626617,21.12527876,3.091042453,0.129668781,0.160403939,0.037027864
7.068172,2.890371758,4.158883083,21.06803345,21.17864124,21.14773362,5.099866428,0.219606731,0.033632508,0.013692242
6.756932389,2.890371758,3.433987204,20.99087072,21.17251978,21.0238464,3.63758616,0.01876785,0.05439399,0.0145022
6.33150185,1.386294361,2.48490665,21.16626528,21.17823002,21.1678766,2.63905733,0.352159468,0.205512086,0.297832817
6.941190055,2.63905733,2.995732274,21.05730145,21.17976575,21.06653105,3.091042453,0.083861875,0.126416254,0.054223795
5.159055299,1.386294361,1.945910149,21.05027798,21.1773554,21.05614263,2.079441542,0.118217054,0.16289042,0.122291022
6.895682698,1.609437912,2.397895273,21.08955568,21.16770437,21.09262689,2.48490665,0.07622739,0.168129405,0.06377709
6.735780014,2.833213344,4.430816799,20.99424446,21.17780023,21.06351287,4.682131227,0.010910135,-0.000264712,0.009136903
5.272999559,2.302585093,3.33220451,21.01075731,21.16682444,21.04548011,3.931825633,0.012007904,0.022995883,0.026702937
6.639875834,2.890371758,3.433987204,21.10492228,21.18059662,21.12839175,3.496507561,0.022786,0.144411439,0.037027864
5.308267697,1.609437912,2.197224577,20.99173343,21.14884968,21.06830858,3.555348061,0.021040975,0.056824054,0.19752322
7.168579897,2.48490665,3.17805383,21.11324366,21.18005779,21.12580132,3.36729583,0.200748463,0.145584668,0.226183105
6.618738984,1.609437912,1.945910149,20.99090991,21.17116398,20.99752418,2.079441542,0.118217054,0.131137494,0.122291022
6.308098442,2.397895273,2.564949357,20.99424446,21.18059514,20.9994184,2.564949357,0.147286822,0.110865732,0.114915316
7.038783541,2.302585093,3.135494216,20.99424446,21.16703961,21.02094966,3.433987204,0.024756189,0.054963794,0.008567931
5.713732806,1.609437912,1.791759469,21.16199911,21.16848538,21.16216398,1.945910149,0.42414175,0.258921598,0.122291022
6.148468296,1.791759469,3.401197382,21.08087411,21.17659988,21.09400632,3.761200116,0.015684154,0.065856304,0.094767047
3.33220451,0.693147181,0.693147181,21.13011857,21.18037443,21.1319576,0.693147181,0.496124031,0.309424914,0.498452012
4.615120517,1.791759469,2.708050201,21.05507684,21.16725815,21.06787286,3.091042453,0.083861875,0.091877363,0.151226482
6.692083743,2.833213344,3.63758616,21.04040172,21.17659298,21.13081992,3.970291914,0.277460875,0.1117919,0.17244582
6.559615237,2.197224577,2.708050201,21.08103177,21.16933247,21.08347149,2.944438979,0.098327213,0.135590361,0.03869969
6.194405391,1.098612289,1.609437912,21.16134382,21.16712537,21.16257732,1.609437912,0.19379845,0.27733053,0.19752322
4.48863637,1.609437912,2.079441542,20.99424446,21.12204003,21.01436019,2.079441542,0.118217054,0.120224788,0.19752322
3.218875825,0.693147181,1.098612289,21.16947766,21.18037443,21.17074723,1.386294361,0.244186047,0.27999252,0.33126935
5.793013608,1.098612289,2.397895273,21.10854434,21.17268173,21.11965148,2.772588722,0.055232558,0.148426021,0.092436975
7.126087273,1.945910149,2.564949357,21.11324366,21.17954755,21.12916818,2.772588722,0.055232558,0.185243155,0.171355499
6.204557763,2.079441542,2.48490665,21.13392528,21.18157939,21.13515258,2.397895273,0.175475687,0.217632757,0.398142415
6.342121419,2.302585093,2.63905733,21.05370585,21.17281517,21.06699471,2.833213344,0.051527588,0.135908577,0.080495356
7.254177846,1.386294361,2.302585093,21.12039986,21.17943307,21.12130665,2.397895273,0.541930937,0.196310306,0.068553737
7.61529834,2.079441542,4.127134385,20.99424446,21.18005112,21.10651828,4.33073334,0.204406365,0.053104273,0.171355499
7.716906135,2.397895273,3.951243719,21.14296509,21.18127483,21.15367145,4.060443011,0.026998129,0.108868743,0.024962653
5.429345629,1.945910149,2.302585093,20.99424446,21.17680948,21.00465566,2.397895273,0.083861875,0.11285813,0.355152587
6.583409222,3.044522438,4.317488114,21.04748458,21.18054382,21.09580366,4.65396035,0.203396087,0.029199783,0.052977713
7.095064377,3.135494216,4.143134726,20.99424446,21.17328178,21.09442581,4.477336814,0.095313601,0.051598377,0.110297483
6.023447593,2.197224577,2.564949357,21.05976496,21.17981904,21.06597843,2.708050201,0.059431525,0.142326144,0.047058824
7.387709239,2.302585093,4.718498871,20.99481525,21.17168902,21.03586112,5.164785974,0.003765227,-0.07474569,0.046075396
5.945420609,2.079441542,2.995732274,21.1184987,21.1782341,21.14698647,3.17805383,0.160206718,0.161912743,0.226183105
5.937536205,2.079441542,3.17805383,20.99424446,21.16722738,21.09725938,3.36729583,0.026998129,0.11371165,0.018710459
5.459585514,1.386294361,1.791759469,20.99202248,21.16770438,21.01028296,1.609437912,0.395348837,0.167955526,0.164086687
